iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,86.01828919728597,8.375462532043457,108.47061157226562,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
1,64.67878905932109,7.456714630126953,99.23103332519531,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
2,49.14409724235534,6.711217403411865,91.73990631103516,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
3,38.63703773339589,6.221463680267334,86.98783874511719,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
4,31.27391428788503,5.835043907165527,83.12760925292969,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
5,25.959055346647897,5.482936859130859,79.69113159179688,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
6,21.947250988086065,5.239346504211426,77.3170166015625,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
7,18.838464948733648,5.019355773925781,75.14332580566406,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
8,16.456838201085727,4.847955226898193,73.48947143554688,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
9,14.422840783397357,4.715212345123291,72.21300506591797,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
10,12.898900039196015,4.6336822509765625,71.51690673828125,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
11,11.61354849110047,4.510655403137207,70.36572265625,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
12,10.450307752440374,4.386929988861084,69.18675994873047,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
13,9.517757603327434,4.303458213806152,68.38783264160156,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
14,8.725621797392765,4.252270221710205,67.8638687133789,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
15,8.03557030270497,4.212654113769531,67.47425842285156,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
16,7.461221558327476,4.161960124969482,67.09675598144531,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
17,6.891316383033991,4.153421401977539,67.0340576171875,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
18,6.439530493964751,4.096353054046631,66.52609252929688,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
19,6.017199600388606,4.056434631347656,66.16651916503906,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
20,5.637009695445498,4.0247721672058105,65.84331512451172,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
21,5.401875086675088,4.010258197784424,65.72615051269531,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
22,5.079111476267378,3.937227487564087,65.03324890136719,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
23,4.840975862393776,3.92919921875,64.92679595947266,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
24,4.603987103005251,3.8968262672424316,64.63655853271484,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
25,4.406367190778256,3.883157253265381,64.57884979248047,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
26,4.214345539013545,3.8620712757110596,64.41796112060547,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
27,4.1059914253900445,3.858036756515503,64.36470794677734,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
28,3.9505318553994098,3.840118408203125,64.21268463134766,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
29,3.810293307453394,3.8570265769958496,64.47196960449219,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
30,3.6523493191351495,3.81158447265625,64.06249237060547,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
31,3.5474089080095292,3.795809745788574,63.972900390625,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
32,3.4649959085385005,3.8122713565826416,64.1400375366211,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
33,3.378822558907171,3.8296892642974854,64.27983093261719,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
34,3.33294102097551,3.7977442741394043,63.95845031738281,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
35,3.225760436753432,3.768425703048706,63.66301727294922,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
36,3.16533213938276,3.7737460136413574,63.75020217895508,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
37,3.0739696971327066,3.7903010845184326,63.95206069946289,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
38,3.024409982735912,3.7853198051452637,63.87130355834961,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
39,2.9565849351882934,3.760376453399658,63.62178421020508,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
40,2.8331459260483585,3.7822043895721436,63.860679626464844,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
41,2.8087230847527582,3.7826428413391113,63.853515625,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
42,2.7318358859668175,3.77683687210083,63.81782531738281,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
43,2.6567278987914325,3.7525827884674072,63.55309295654297,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
44,2.604684230039517,3.7344515323638916,63.38612747192383,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
45,2.523023483256499,3.7188355922698975,63.242183685302734,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
46,2.4843240475126853,3.732879638671875,63.41410446166992,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
47,2.459037101753056,3.708895444869995,63.19617462158203,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
48,2.4084670179585617,3.699110984802246,63.08372497558594,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
49,2.3694224148988723,3.684711217880249,62.96425247192383,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
50,2.3589163374404114,3.6803102493286133,62.92029571533203,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
51,2.3179877825081348,3.6951310634613037,63.05017852783203,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
52,2.2988498855382202,3.67402720451355,62.877559661865234,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
53,2.286232615147407,3.6583688259124756,62.76448059082031,3,150,5,500,10,5.0,0,10,False,0.01,,5,300,2
