iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,77.21340626716614,8.740715980529785,89.03541564941406,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
1,61.36935051600138,7.64587926864624,78.08845520019531,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
2,49.45799019177755,6.751185417175293,69.17097473144531,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
3,40.19007075309754,5.98599100112915,61.56016540527344,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
4,32.987471958796185,5.3141560554504395,54.9222526550293,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
5,27.321612094243367,4.765446662902832,49.4390754699707,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
6,22.84915249188741,4.307194709777832,44.88106155395508,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
7,19.19532694419225,3.8609485626220703,40.43640899658203,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
8,16.38808409690857,3.5157387256622314,37.03073501586914,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
9,14.11636982123057,3.2436726093292236,34.36030197143555,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
10,12.265561356544495,2.9945907592773438,31.889278411865234,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
11,10.696450366179148,2.753746509552002,29.522197723388672,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
12,9.324224149386088,2.5207390785217285,27.223421096801758,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
13,8.22488691329956,2.3193604946136475,25.268285751342773,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
14,7.2977010905742645,2.161240339279175,23.7344970703125,3,150,10,500,10,1.5,0,10,False,0.01,,5,300,2
