iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,85.01602338155111,6.184471130371094,87.00807189941406,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
1,58.36960764567057,3.636920690536499,61.58645248413086,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
2,42.929169743855795,2.109320640563965,46.2557487487793,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
3,35.08666943868001,1.3207546472549438,38.28994369506836,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
4,30.572570737202962,0.8508493900299072,33.58388900756836,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
5,28.165715401967365,0.6129014492034912,31.205509185791016,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
6,26.633966528574625,0.46177396178245544,29.639301300048828,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
7,25.967876625061034,0.40017935633659363,29.05078125,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
8,25.543284543355306,0.37183743715286255,28.783180236816406,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
9,24.767800305684407,0.2843702733516693,27.9154109954834,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
10,24.986587829589844,0.2999703288078308,28.05103302001953,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
11,24.694684397379557,0.27003493905067444,27.745359420776367,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
12,24.79494363149007,0.2873789072036743,28.00753402709961,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
13,24.842525005340576,0.3016204535961151,28.200990676879883,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
14,24.465948079427083,0.25308018922805786,27.660459518432617,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
15,24.236735242207846,0.23460358381271362,27.507047653198242,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
16,24.187770004272462,0.23280858993530273,27.394107818603516,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
17,24.124796784718832,0.2281760275363922,27.36434555053711,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
18,24.345935923258462,0.24992750585079193,27.52471351623535,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
19,24.42769194285075,0.2664763331413269,27.610944747924805,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
20,24.162987651824952,0.2286553978919983,27.28664207458496,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
21,24.36970854441325,0.24631477892398834,27.48501968383789,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
22,24.31337516148885,0.2447642832994461,27.484760284423828,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
23,24.081499773661296,0.2211373895406723,27.29017448425293,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
24,24.250921490987142,0.24062030017375946,27.43172836303711,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
25,24.323153553009032,0.24574638903141022,27.557445526123047,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
26,24.354025122324625,0.24471184611320496,27.49374771118164,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
27,24.17771145502726,0.22830677032470703,27.314971923828125,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
28,24.320085213979084,0.2460792064666748,27.500410079956055,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
29,24.42347868601481,0.24854950606822968,27.51052474975586,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
30,24.276159909566243,0.2299819439649582,27.282991409301758,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
31,24.188563791910806,0.22839120030403137,27.33311653137207,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
32,23.949880650838217,0.20373378694057465,27.038381576538086,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
33,24.24205889383952,0.24430839717388153,27.459537506103516,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
34,24.276308307647707,0.2513631284236908,27.486474990844727,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
35,24.186919161478677,0.24126707017421722,27.40288734436035,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
36,24.191913566589356,0.23436808586120605,27.375179290771484,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
37,24.192310123443605,0.24145302176475525,27.427217483520508,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
38,24.24123923619588,0.23857809603214264,27.404327392578125,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
39,24.508729343414306,0.26908421516418457,27.683744430541992,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
