iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,61.86066688537598,6.26362419128418,63.73210525512695,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
1,35.016680005391436,3.6093075275421143,37.185794830322266,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
2,20.35323366165161,2.114274501800537,22.218460083007812,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
3,12.255924593607585,1.2590004205703735,13.643004417419434,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
4,7.963109993934632,0.7944481372833252,8.988080024719238,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
5,5.6688365880648295,0.5329800248146057,6.366409778594971,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
6,4.10990711927414,0.3581739068031311,4.611449718475342,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
7,4.132985412279765,0.3567348122596741,4.621029376983643,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
8,3.726571179231008,0.2980402708053589,4.033479690551758,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
9,3.149062180519104,0.23836976289749146,3.4119813442230225,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
10,2.932625636259715,0.21538975834846497,3.1924502849578857,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
11,2.7158592383066815,0.2005055993795395,3.0613720417022705,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
12,2.9643044169743855,0.21715587377548218,3.225919246673584,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
13,2.790870856444041,0.20121175050735474,3.037000894546509,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
14,2.703916834195455,0.18471792340278625,2.8701155185699463,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
15,2.681646279891332,0.18413099646568298,2.8414523601531982,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
16,2.571029860973358,0.17243464291095734,2.725743532180786,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
17,2.6647482271989187,0.18405935168266296,2.8200032711029053,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
18,2.498589151302973,0.17057490348815918,2.714268207550049,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
19,2.506532774368922,0.17071384191513062,2.7236807346343994,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
20,2.7012310083707174,0.1910809427499771,2.9355571269989014,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
21,2.919438053369522,0.21299540996551514,3.142906665802002,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
22,3.0028885805606844,0.22100700438022614,3.241474151611328,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
23,3.0780795764923097,0.2289203256368637,3.3383736610412598,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
24,2.681772368748983,0.19114790856838226,2.9391098022460938,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
25,2.4844269772370655,0.17274202406406403,2.7572479248046875,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
26,2.2998610572020213,0.15458714962005615,2.59145188331604,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
27,2.5226270854473114,0.17494544386863708,2.7663779258728027,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
28,2.426844902038574,0.1639183908700943,2.6366472244262695,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
29,2.508332294623057,0.17236793041229248,2.7315757274627686,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
30,2.7062026913960775,0.18727236986160278,2.8708512783050537,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
31,2.7829586672782898,0.1945468932390213,2.923346519470215,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
32,2.42589448650678,0.1615035980939865,2.5856683254241943,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
33,2.4429187405109407,0.16332916915416718,2.6325130462646484,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
34,2.2437721061706544,0.14698763191699982,2.472076177597046,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
35,2.4405542969703675,0.1669485867023468,2.6917223930358887,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
36,2.788264418443044,0.198511004447937,3.013751268386841,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
37,2.7254726107915244,0.18792659044265747,2.9209747314453125,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
38,2.81364506483078,0.20186340808868408,3.0546584129333496,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
39,2.635669323603312,0.18475382030010223,2.866173267364502,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
40,2.574678257703781,0.17882007360458374,2.7895967960357666,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
41,2.466012756427129,0.16493859887123108,2.6393730640411377,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
42,2.3788967219988506,0.15782910585403442,2.580261468887329,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
43,2.3253546873728435,0.14814387261867523,2.4822587966918945,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
44,2.3832685995101928,0.15716229379177094,2.554319381713867,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
45,2.2162391714255016,0.142879918217659,2.4130539894104004,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
46,2.6719667220115664,0.19231177866458893,2.907721519470215,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
47,2.810166294972102,0.20500139892101288,3.0394644737243652,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
48,2.6568816912174227,0.18600457906723022,2.841212749481201,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
49,2.836187459230423,0.20291024446487427,3.0360841751098633,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
50,2.7134603587786357,0.19233037531375885,2.927325487136841,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
51,2.419040956099828,0.16436678171157837,2.6539413928985596,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
52,2.5626569227377574,0.17629943788051605,2.787024974822998,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
53,2.5253051443894705,0.17715808749198914,2.8367321491241455,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
54,2.4871818614006043,0.17353545129299164,2.769810438156128,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
55,2.5445282228787742,0.17891818284988403,2.8407645225524902,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
56,2.7654983977476757,0.2015840709209442,3.080742359161377,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
57,2.831439669926961,0.20879432559013367,3.1730449199676514,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
58,2.881858534018199,0.21591830253601074,3.218459367752075,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
59,2.5005955894788108,0.17580191791057587,2.799635887145996,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
60,2.4147098882993063,0.16260135173797607,2.647890329360962,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
61,2.653091974655787,0.18458081781864166,2.8669486045837402,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
62,2.3743666406472523,0.1559808999300003,2.5800795555114746,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
63,2.1713953773180643,0.13679707050323486,2.39575457572937,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
64,2.5245735840002697,0.17274759709835052,2.7587063312530518,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
65,2.422565347750982,0.16410250961780548,2.6474616527557373,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
66,2.4995281171798704,0.1672009527683258,2.6804444789886475,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
67,2.3056363813082377,0.15160712599754333,2.5066325664520264,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
68,2.5095643361409503,0.1705467402935028,2.7120654582977295,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
69,2.466962905327479,0.16654983162879944,2.6772823333740234,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
70,2.6463502538204193,0.18750353157520294,2.8984453678131104,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
71,2.3166324905554454,0.14851844310760498,2.5003268718719482,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
72,2.426822741429011,0.16137804090976715,2.623126268386841,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
73,2.597201388279597,0.17915862798690796,2.826146364212036,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
74,2.6396811970074974,0.18716438114643097,2.905174493789673,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
75,2.7822411863009133,0.196060910820961,3.0081381797790527,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
76,2.8391969060897826,0.20687980949878693,3.085660457611084,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
77,2.5539992435773216,0.17728599905967712,2.7991549968719482,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
78,2.404755009015401,0.15454787015914917,2.563079595565796,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
79,2.2854020130634307,0.14731237292289734,2.486477851867676,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
80,2.3986423377195996,0.15589693188667297,2.576486587524414,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
81,2.7598837018013,0.1947634220123291,2.959333658218384,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
82,2.8200389989217123,0.20649418234825134,3.0679290294647217,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
83,2.5814915680885315,0.18035836517810822,2.815613031387329,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
84,2.9601956180731457,0.21671710908412933,3.2123661041259766,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
85,3.228234477440516,0.2426137924194336,3.4474809169769287,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
86,2.8437192972501117,0.2025962471961975,3.062368631362915,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
87,2.8225212800502777,0.19908060133457184,3.013274669647217,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
88,2.745598003466924,0.1910112500190735,2.9570517539978027,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
89,2.6047726400693256,0.1799761801958084,2.8516435623168945,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
90,2.6357995355129242,0.1808367371559143,2.839693784713745,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
91,2.560352325439453,0.1701480597257614,2.7123758792877197,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
