iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,63.21851740837097,8.4119234085083,84.73564910888672,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
1,45.05911245505015,7.422208786010742,74.86109924316406,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
2,32.85373891671499,6.670193195343018,67.2935791015625,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
3,24.8122150071462,6.1194586753845215,61.84358215332031,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
4,18.55190058350563,5.555366516113281,56.26702117919922,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
5,14.26228236635526,5.1375908851623535,52.118141174316406,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
6,11.162292666037878,4.749846458435059,48.27021789550781,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
7,8.804692391355832,4.375654220581055,44.55521011352539,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
8,7.135537559092045,4.115907669067383,41.99582290649414,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
9,5.816124491989613,3.8720109462738037,39.59913635253906,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
10,4.866492457886537,3.6586601734161377,37.463523864746094,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
11,4.108056928689281,3.4450528621673584,35.31857681274414,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
12,3.5101103186110656,3.3093760013580322,33.96418762207031,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
13,3.007026268641154,3.1261672973632812,32.12685012817383,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
14,2.5970500755806762,2.9657862186431885,30.5236759185791,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
15,2.2626741592089337,2.838124990463257,29.204288482666016,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
16,1.9669375888258218,2.691798686981201,27.72983741760254,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
17,1.7148604480922223,2.5701076984405518,26.519039154052734,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
18,1.5199472935249407,2.466904640197754,25.501455307006836,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
19,1.3495949268341065,2.363758087158203,24.440174102783203,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
20,1.2112851882974307,2.278243064880371,23.57244873046875,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
21,1.0992540132254363,2.2010178565979004,22.800865173339844,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
22,1.0068897690375647,2.1331236362457275,22.08388328552246,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
23,0.9120786642034848,2.078667640686035,21.541311264038086,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
24,0.8178644401269655,2.028543472290039,21.05986785888672,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
25,0.7522505909204483,1.9540680646896362,20.315216064453125,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
26,0.6996761342262229,1.8833202123641968,19.620014190673828,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
27,0.6424815605642895,1.8182733058929443,18.959129333496094,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
28,0.603849243229876,1.783008098602295,18.631248474121094,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
29,0.5703807716506223,1.7332532405853271,18.105636596679688,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
30,0.5247587315427761,1.6669126749038696,17.443954467773438,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
31,0.4859123732537652,1.6088093519210815,16.857152938842773,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
32,0.46312944596012434,1.5697426795959473,16.453166961669922,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
33,0.4271248739399016,1.5340059995651245,16.101085662841797,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
34,0.40395943383996685,1.5022201538085938,15.78994369506836,3,150,5,500,10,1.0,0,10,False,0.01,,5,300,2
