iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,64.41898375193279,6.34985876083374,65.95661163330078,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
1,37.22369440714518,3.687779188156128,39.219173431396484,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
2,21.593046843210857,2.0995781421661377,23.387481689453125,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
3,13.975340236028035,1.3046197891235352,15.433993339538574,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
4,10.022615919113159,0.8759212493896484,11.093582153320312,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
5,7.4190152565638225,0.5896323919296265,8.233621597290039,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
6,5.765401473045349,0.413857102394104,6.45311164855957,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
7,4.764344563484192,0.29769477248191833,5.300951957702637,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
8,4.543191219965617,0.2769709825515747,5.063048839569092,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
9,4.1857274580001835,0.24288569390773773,4.698954105377197,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
10,3.9091684158643085,0.21787382662296295,4.460235118865967,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
11,3.622966953118642,0.18072588741779327,4.07924747467041,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
12,3.6051487270991007,0.174460768699646,3.9936442375183105,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
13,3.4201072231928507,0.15354332327842712,3.8067057132720947,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
14,3.5161408122380573,0.16107770800590515,3.8789727687835693,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
15,3.7246350423494974,0.18172678351402283,4.087732791900635,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
16,3.6145095364252726,0.16896675527095795,3.9310905933380127,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
17,3.8107143211364747,0.19529852271080017,4.239026069641113,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
18,3.970266568660736,0.2118649035692215,4.371120929718018,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
19,3.7795088521639504,0.19155572354793549,4.182345390319824,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
20,3.732821090221405,0.18792200088500977,4.1492438316345215,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
21,3.6078874174753826,0.16994740068912506,3.964059352874756,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
22,3.817321254412333,0.19621963798999786,4.2441911697387695,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
23,4.066211885611216,0.219812273979187,4.481787204742432,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
24,4.178062681357066,0.23385630548000336,4.669698715209961,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
25,3.82300448735555,0.191155806183815,4.200878620147705,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
26,3.517128253777822,0.15965254604816437,3.8751368522644043,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
27,3.415043314297994,0.14629104733467102,3.717366933822632,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
28,3.6700609008471172,0.1811336725950241,4.0867228507995605,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
29,3.7959009528160097,0.1869257688522339,4.143075942993164,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
30,3.658259159723918,0.17318499088287354,4.02442741394043,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
31,3.6445073064168296,0.17349879443645477,4.054245471954346,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
32,3.9867047452926636,0.2137955278158188,4.4257025718688965,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
33,4.3977081147829695,0.25177285075187683,4.789175510406494,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
34,3.7942834758758544,0.19435648620128632,4.228727340698242,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
35,3.7333450810114543,0.18417686223983765,4.124957084655762,3,150,100,500,10,1.5,0,10,False,0.01,,5,300,2
