iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,77.04215755462647,8.80876350402832,87.583984375,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
1,61.18355749130249,7.6656270027160645,76.16748809814453,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
2,48.784151770273844,6.6730265617370605,66.19587707519531,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
3,39.46094925562541,5.870762348175049,58.19614791870117,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
4,32.18206309000651,5.218952178955078,51.693302154541016,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
5,26.46983037630717,4.661296367645264,46.15201950073242,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
6,21.89841519355774,4.150743007659912,41.07217788696289,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
7,18.303976294199625,3.7172791957855225,36.7826042175293,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
8,15.396710411707561,3.3607594966888428,33.275672912597656,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
9,13.168562056223552,3.080359697341919,30.4946231842041,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
10,11.422210254669189,2.821399211883545,27.943666458129883,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
11,9.912089142799378,2.577054738998413,25.51393699645996,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
12,8.471651542981466,2.3520736694335938,23.328289031982422,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
13,7.435213390191396,2.1639318466186523,21.49739646911621,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
14,6.546855023701986,2.0045366287231445,19.933652877807617,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
15,5.822615510225296,1.843435287475586,18.365264892578125,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
16,5.145274445613225,1.7250803709030151,17.221094131469727,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
17,4.569443814357122,1.602288842201233,16.018495559692383,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
18,4.106445066531499,1.4871824979782104,14.885647773742676,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
19,3.6848197503884634,1.3798953294754028,13.8492431640625,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
20,3.3760676552851994,1.296690821647644,13.045557975769043,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
21,3.0689380596081417,1.2013291120529175,12.12183952331543,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
22,2.8546581319967905,1.1262931823730469,11.407333374023438,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
23,2.664489160180092,1.0523995161056519,10.677688598632812,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
24,2.4877205449342727,0.9899780750274658,10.070001602172852,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
25,2.304034756422043,0.9340067505836487,9.528657913208008,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
26,2.1484747164448104,0.8825909495353699,9.040497779846191,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
27,2.015547400812308,0.8318703174591064,8.554024696350098,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
28,1.8620778394738833,0.779579222202301,8.055849075317383,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
29,1.7279736902316412,0.7429444193840027,7.703871250152588,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
30,1.6500096102555593,0.7117771506309509,7.395896911621094,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
31,1.546726628690958,0.6657108068466187,6.944535255432129,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
32,1.4826790535946688,0.6379168629646301,6.68750524520874,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
33,1.4574400736888249,0.6189385652542114,6.505401134490967,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
34,1.3770304149389268,0.5962104201316833,6.290104389190674,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
35,1.2733035666743915,0.5590457320213318,5.938040256500244,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
36,1.2112405127286912,0.5335925817489624,5.699911594390869,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
37,1.1902639143168927,0.5210660099983215,5.56569766998291,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
38,1.1703273904075224,0.5004550814628601,5.373330593109131,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
39,1.100066748013099,0.47825807332992554,5.163509845733643,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
40,1.0539357671141625,0.4544527232646942,4.941493511199951,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
41,1.0176589753230412,0.4323864281177521,4.732959747314453,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
42,1.0046177390714486,0.4172026515007019,4.589376926422119,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
43,1.0167782465120156,0.41594064235687256,4.581852912902832,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
44,0.9881271114945411,0.40521863102912903,4.480424880981445,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
45,0.9236736513177554,0.3815499246120453,4.254551887512207,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
46,0.8847757967809836,0.3672935664653778,4.117523193359375,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
47,0.8569044556717078,0.35767436027526855,4.034977912902832,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
48,0.8557313100993633,0.3446696400642395,3.9115169048309326,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
49,0.8322754299392303,0.3374098241329193,3.851670026779175,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
50,0.7959310944130024,0.32508864998817444,3.738874673843384,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
51,0.7667792813976606,0.311717689037323,3.6154258251190186,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
52,0.7713811366011699,0.3023480176925659,3.5214030742645264,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
53,0.7536245400210222,0.2903597950935364,3.40641188621521,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
54,0.7973649700731039,0.2936631739139557,3.4397096633911133,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
55,0.7949153622239828,0.29015740752220154,3.409224271774292,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
56,0.7686696965247393,0.28656646609306335,3.380504846572876,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
57,0.7677176752189795,0.2857390344142914,3.3666558265686035,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
58,0.7482693123817444,0.2730320692062378,3.2462406158447266,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
59,0.7477376314997674,0.26673275232315063,3.194650650024414,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
60,0.7637309933702151,0.26422202587127686,3.169496536254883,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
61,0.7544069900612036,0.256801038980484,3.097126007080078,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
62,0.7289614668488502,0.2518838942050934,3.056429624557495,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
63,0.7500455262760322,0.250022828578949,3.0358214378356934,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
64,0.7300914152463277,0.2415066808462143,2.954545259475708,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
65,0.7448108322918415,0.24097326397895813,2.942931890487671,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
66,0.7188721907138824,0.23188139498233795,2.862913131713867,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
67,0.7166163127869367,0.2312266081571579,2.852308988571167,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
68,0.6830830719570319,0.22112183272838593,2.753831148147583,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
69,0.6682938662171364,0.2122480571269989,2.6728506088256836,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
70,0.6643371207515398,0.21313601732254028,2.681976556777954,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
71,0.6653951229651769,0.2127133160829544,2.6847124099731445,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
72,0.6721411217749119,0.22166021168231964,2.778812885284424,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
73,0.6710199202100436,0.2192877233028412,2.7552123069763184,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
74,0.6615547963480155,0.21685855090618134,2.730274200439453,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
75,0.657628522614638,0.21315176784992218,2.699129819869995,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
76,0.6618527185420195,0.20999985933303833,2.6704862117767334,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
77,0.664998645534118,0.20898699760437012,2.657116174697876,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
78,0.6732545717060566,0.21008379757404327,2.663682699203491,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
79,0.6717331229647001,0.20678293704986572,2.634899854660034,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
80,0.6631295732657114,0.20238010585308075,2.5960967540740967,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
81,0.6468965879579385,0.19590605795383453,2.536341428756714,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
82,0.6199251782397429,0.18810519576072693,2.4640204906463623,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
83,0.6423703455428282,0.19235746562480927,2.5036308765411377,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
84,0.6416572440663973,0.19467182457447052,2.530367374420166,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
85,0.6719984937707583,0.19370147585868835,2.5158636569976807,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
86,0.694738246401151,0.19288788735866547,2.5082147121429443,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
87,0.7419625350832939,0.2017390877008438,2.589989185333252,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
88,0.697431407024463,0.19616347551345825,2.5376129150390625,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
89,0.6692717782159646,0.18994338810443878,2.4758589267730713,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
90,0.6346794263025125,0.17927385866641998,2.382495880126953,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
91,0.6503970024486383,0.18275493383407593,2.4160189628601074,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
92,0.6475345920026302,0.179508775472641,2.3846752643585205,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
93,0.6328437276184559,0.17376799881458282,2.3310484886169434,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
94,0.6420475545525551,0.17819185554981232,2.3821325302124023,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
95,0.6361890911559264,0.17600588500499725,2.3588457107543945,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
96,0.6686718473335107,0.17834393680095673,2.381605386734009,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
97,0.6658500272532304,0.17344267666339874,2.3366446495056152,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
98,0.6835144767661889,0.17739130556583405,2.3710455894470215,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
99,0.6697605334719022,0.17878752946853638,2.3829660415649414,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
100,0.6537868187079827,0.17495155334472656,2.340200901031494,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
101,0.6605183424800635,0.173338383436203,2.3247764110565186,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
102,0.6603065669536591,0.17499245703220367,2.3403561115264893,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
103,0.6469860973457495,0.17376646399497986,2.3330273628234863,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
104,0.6244695794582367,0.16857662796974182,2.284334421157837,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
105,0.6328174830476443,0.16861213743686676,2.2810420989990234,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
106,0.633642847687006,0.17100021243095398,2.3102402687072754,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
107,0.6283622914552689,0.17279104888439178,2.3323333263397217,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
108,0.6481275440752506,0.17284713685512543,2.3343992233276367,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
109,0.6440589832266171,0.17097249627113342,2.3210973739624023,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
110,0.6411119150867065,0.1734597384929657,2.344099283218384,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
111,0.6559848288695017,0.17735229432582855,2.3812949657440186,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
112,0.6687513842185339,0.18327483534812927,2.441915988922119,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
113,0.6479813288152217,0.18562257289886475,2.460808515548706,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
114,0.6367178459962209,0.1827947348356247,2.4282066822052,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
115,0.6300477221608162,0.18688079714775085,2.469287872314453,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
116,0.624299303094546,0.1866460144519806,2.4689064025878906,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
117,0.6508780661225319,0.18876390159130096,2.4888997077941895,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
118,0.641878836552302,0.18951770663261414,2.491868019104004,3,150,10,500,10,0.1,0,10,False,0.01,,5,300,2
