iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,62.24847040812175,8.396682739257812,83.61048889160156,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
1,44.22794158935547,7.484569549560547,74.58457946777344,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
2,32.202747662862144,6.691773414611816,66.71385955810547,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
3,23.597089341481528,6.039084434509277,60.254417419433594,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
4,17.935107194185257,5.504739761352539,54.9217414855957,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
5,13.927902982532977,5.120654582977295,51.14191436767578,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
6,10.788152602215607,4.704717636108398,46.94950485229492,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
7,8.594328126311302,4.370578765869141,43.58750534057617,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
8,6.8948712141315145,4.113768100738525,41.02223205566406,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
9,5.639647727708022,3.855168581008911,38.414451599121094,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
10,4.668933806816737,3.6181931495666504,36.000789642333984,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
11,3.9251648945113025,3.423170328140259,34.07939529418945,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
12,3.2817498499155047,3.212191581726074,31.9339656829834,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
13,2.693405471940835,3.030740261077881,30.15439796447754,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
14,2.362797670910756,2.883277177810669,28.679363250732422,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
15,2.0173881280422212,2.749497890472412,27.319896697998047,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
16,1.73883916772902,2.621882677078247,26.024974822998047,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
17,1.4896417570859193,2.5125935077667236,24.93744659423828,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
18,1.3033823271592457,2.411022663116455,23.907052993774414,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
19,1.1180369861175616,2.2970776557922363,22.762779235839844,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
20,0.9867323134963711,2.194232225418091,21.731555938720703,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
21,0.8641200437024236,2.085233449935913,20.609289169311523,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
22,0.758864776181678,2.0007009506225586,19.76143455505371,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
23,0.6812082878934841,1.9255845546722412,19.009923934936523,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
24,0.6122016672293346,1.8562135696411133,18.34879493713379,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
25,0.5856347544367114,1.780036449432373,17.575428009033203,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
26,0.5312079924965898,1.7199046611785889,16.960712432861328,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
27,0.46795035627360143,1.6483606100082397,16.216297149658203,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
28,0.44644443874557815,1.5834543704986572,15.539040565490723,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
29,0.4049121651146561,1.5335693359375,15.03400707244873,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
30,0.36533556077008444,1.4900838136672974,14.62515640258789,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
31,0.3378580156651636,1.4358365535736084,14.081459045410156,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
32,0.3098048131726682,1.3842417001724243,13.558300971984863,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
33,0.2822578431976338,1.3159687519073486,12.874008178710938,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
34,0.26409118991345165,1.2698307037353516,12.431303977966309,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
35,0.25375148171248535,1.2339177131652832,12.075148582458496,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
36,0.24175492374847332,1.1993306875228882,11.714776039123535,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
37,0.23533757947385311,1.1534168720245361,11.258532524108887,3,150,5,500,10,0.1,0,10,False,0.01,,5,300,2
