iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,61.158785540262855,6.314136505126953,63.369075775146484,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
1,33.423619435628254,3.5761361122131348,35.90605545043945,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
2,19.902052536010743,2.1780900955200195,21.87297821044922,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
3,12.60158967336019,1.4030312299728394,14.178356170654297,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
4,8.343186502456666,0.9443908929824829,9.589377403259277,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
5,5.531594494183858,0.6365658640861511,6.4431562423706055,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
6,4.437861067851385,0.5038036108016968,5.095508575439453,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
7,3.4029542766014735,0.38783544301986694,3.925546169281006,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
8,2.601259495516618,0.2966214716434479,3.0031611919403076,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
9,2.3348320498565833,0.2621631324291229,2.667990207672119,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
10,2.1795415799319744,0.2391345202922821,2.4347143173217773,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
11,2.2047154794881743,0.24681107699871063,2.498302936553955,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
12,1.9340212238579988,0.21596212685108185,2.197319984436035,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
13,2.0812654766937095,0.22182585299015045,2.2275969982147217,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
14,1.9639370206308862,0.21561121940612793,2.1553761959075928,3,150,100,500,10,0.1,0,10,False,0.01,,5,300,2
