iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,86.81279925028483,6.323794841766357,88.58171081542969,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
1,59.0114778137207,3.675076484680176,61.91643524169922,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
2,42.84194643656413,2.0893356800079346,46.106422424316406,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
3,35.06848023732503,1.3125357627868652,38.29813766479492,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
4,30.955059242248534,0.8873407244682312,34.01692581176758,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
5,28.362474238077798,0.6215146780014038,31.336992263793945,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
6,26.611445121765136,0.4534118175506592,29.631927490234375,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
7,25.609260654449464,0.34753015637397766,28.610506057739258,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
8,25.344359493255617,0.3366559147834778,28.42083740234375,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
9,24.923021717071535,0.3087541162967682,28.08663558959961,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
10,24.646330801645913,0.2801237404346466,27.833187103271484,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
11,24.355089728037516,0.2432485967874527,27.46370506286621,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
12,24.328829962412517,0.24180778861045837,27.41032600402832,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
13,24.159293632507325,0.22154101729393005,27.23664093017578,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
14,24.26459016164144,0.2285388708114624,27.346927642822266,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
15,24.473162854512534,0.2443200796842575,27.474929809570312,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
16,24.372862389882407,0.2374718338251114,27.3601016998291,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
17,24.50988115310669,0.26790279150009155,27.684223175048828,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
18,24.705350818634034,0.27820494771003723,27.823200225830078,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
19,24.545803248087566,0.2589450180530548,27.657833099365234,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
20,24.487998282114663,0.2609231472015381,27.666282653808594,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
21,24.374291222890218,0.2458120584487915,27.495336532592773,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
22,24.49472241083781,0.272994726896286,27.80868148803711,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
23,24.773564631144207,0.29279929399490356,27.959495544433594,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
24,24.844052441914876,0.3079816699028015,28.180917739868164,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
25,24.537830867767333,0.26404932141304016,27.714229583740234,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
26,24.214746468861897,0.23115189373493195,27.35094451904297,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
27,24.120176951090496,0.22128118574619293,27.208742141723633,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
28,24.348611532847087,0.26136913895606995,27.67123031616211,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
