iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,85.35630432128906,6.235574722290039,87.50371551513672,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
1,57.91001365661621,3.5943148136138916,61.09725570678711,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
2,42.91264091491699,2.1178324222564697,46.3062629699707,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
3,34.4454424794515,1.2550829648971558,37.640220642089844,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
4,30.108895301818848,0.8092973828315735,33.15767288208008,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
5,27.77243381500244,0.564123272895813,30.710834503173828,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
6,26.041241340637207,0.39598485827445984,28.953044891357422,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
7,26.045796998341878,0.407694548368454,29.100078582763672,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
8,25.647641226450602,0.3496526777744293,28.576732635498047,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
9,25.038655478159587,0.2955622673034668,27.977344512939453,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
10,24.833050855000813,0.2789533734321594,27.80868911743164,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
11,24.632550862630207,0.2712070643901825,27.773040771484375,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
12,24.90578633626302,0.29387322068214417,27.992141723632812,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
13,24.68069768269857,0.27610960602760315,27.77235984802246,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
14,24.55818442662557,0.2689063847064972,27.701051712036133,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
15,24.519494775136312,0.25655871629714966,27.583011627197266,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
16,24.405552488962808,0.24196121096611023,27.469141006469727,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
17,24.50907948176066,0.25095072388648987,27.49838638305664,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
18,24.377000745137533,0.2385791838169098,27.418594360351562,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
19,24.32969222386678,0.2445591241121292,27.50830841064453,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
20,24.530289618174233,0.2710723876953125,27.774112701416016,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
21,24.7820182800293,0.2873144745826721,27.924196243286133,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
22,24.87582571029663,0.29322946071624756,27.98629379272461,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
23,24.95224852244059,0.3008013367652893,28.09174919128418,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
24,24.547028687795002,0.26385611295700073,27.683012008666992,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
25,24.353481680552164,0.24190814793109894,27.48877716064453,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
26,24.15998634974162,0.22350095212459564,27.32280731201172,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
27,24.34214738845825,0.24330833554267883,27.49397850036621,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
28,24.252597821553547,0.23616793751716614,27.38062286376953,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
29,24.3365198135376,0.24481898546218872,27.461217880249023,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
30,24.617649014790853,0.26119083166122437,27.613391876220703,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
31,24.696589317321777,0.2653379440307617,27.6268367767334,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
32,24.279758777618408,0.23282773792743683,27.300275802612305,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
33,24.273366368611654,0.23214544355869293,27.326709747314453,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
34,24.038403231302897,0.22209760546684265,27.210594177246094,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
35,24.241203886667886,0.2500118017196655,27.568002700805664,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
36,24.57049445470174,0.2747604548931122,27.817819595336914,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
37,24.568242842356366,0.2656208276748657,27.79583740234375,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
38,24.661531829833983,0.27734115719795227,27.856178283691406,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
39,24.536410477956135,0.25466278195381165,27.588285446166992,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
40,24.41498430887858,0.25019246339797974,27.54503631591797,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
41,24.279078203837077,0.23853307962417603,27.36208724975586,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
42,24.21679218292236,0.2290358990430832,27.296167373657227,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
43,24.167825686136883,0.21828165650367737,27.189123153686523,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
44,24.27085240681966,0.2302396148443222,27.273847579956055,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
45,24.064707635243735,0.22123339772224426,27.18939971923828,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
46,24.51784165064494,0.2775608003139496,27.80497169494629,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
47,24.655139090220132,0.28495627641677856,27.878860473632812,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
48,24.444940586090087,0.25929176807403564,27.638975143432617,3,150,100,500,10,5.0,0,10,False,0.01,,5,300,2
