iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,62.24590779622396,6.2967400550842285,64.06098937988281,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
1,34.494871368408205,3.545355796813965,36.631771087646484,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
2,20.345322850545248,2.0948445796966553,22.11410903930664,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
3,13.185196905136108,1.3466968536376953,14.600869178771973,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
4,8.571492765744527,0.8611086010932922,9.716408729553223,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
5,6.2688669276237485,0.6063132286071777,7.159271240234375,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
6,4.9944054595629375,0.44600504636764526,5.52262544631958,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
7,3.843211037715276,0.3238677978515625,4.283902645111084,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
8,3.6794840705394747,0.30292704701423645,4.072153091430664,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
9,3.1464584076404574,0.24517551064491272,3.4697132110595703,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
10,3.093389414946238,0.23390531539916992,3.3472084999084473,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
11,3.169645477930705,0.24318313598632812,3.474283218383789,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
12,2.6495465278625487,0.19131363928318024,2.935243844985962,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
13,2.67302889029185,0.1947697550058365,2.9487223625183105,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
14,2.4045147001743317,0.1661551594734192,2.6861629486083984,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
15,2.5139521729946135,0.17550866305828094,2.807248830795288,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
16,2.467585308154424,0.16812177002429962,2.696932554244995,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
17,2.621868238051732,0.18299981951713562,2.8470966815948486,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
18,2.8079815924167635,0.20415379106998444,3.045718193054199,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
19,2.601336942911148,0.18164369463920593,2.8369648456573486,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
20,2.7056363356113433,0.19402793049812317,2.926905870437622,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
21,2.3654690074920652,0.15736325085163116,2.5918173789978027,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
22,2.0698278192679087,0.12409567832946777,2.2640106678009033,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
23,2.3671184245745343,0.15256518125534058,2.5561938285827637,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
24,2.198038979768753,0.13594843447208405,2.38590407371521,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
25,2.4895026258627575,0.16495630145072937,2.664153575897217,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
26,2.448070422808329,0.16010499000549316,2.616713047027588,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
27,2.428998512029648,0.15811780095100403,2.617952346801758,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
28,2.2843395392100017,0.14433862268924713,2.4627366065979004,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
29,2.4176365796724957,0.15842343866825104,2.613337755203247,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
30,2.668707429965337,0.18617302179336548,2.898897171020508,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
31,2.97774561603864,0.21800850331783295,3.2098000049591064,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
32,2.5756040891011556,0.17742927372455597,2.826030731201172,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
33,2.152767160733541,0.1320321410894394,2.3715434074401855,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
34,2.342981030146281,0.14852894842624664,2.510188579559326,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
35,2.474043706655502,0.16405029594898224,2.6647584438323975,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
36,2.4305420712629955,0.15368682146072388,2.5613791942596436,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
37,2.5856479203701017,0.16971279680728912,2.7140626907348633,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
38,2.775523109436035,0.1911783665418625,2.95853328704834,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
39,2.5254415241877237,0.16912978887557983,2.7455949783325195,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
40,2.2973733162879943,0.149862602353096,2.5432844161987305,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
41,2.338773408730825,0.15148523449897766,2.539429187774658,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
42,2.445754146973292,0.16219653189182281,2.657148599624634,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
43,2.468502144018809,0.16630832850933075,2.6952342987060547,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
44,2.6929520106315614,0.19355937838554382,2.9775874614715576,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
45,2.3210682864983876,0.15664638578891754,2.5952632427215576,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
46,2.1672308433055876,0.13819371163845062,2.4032962322235107,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
47,2.1000057860215504,0.12732242047786713,2.298480987548828,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
48,2.4906184188524882,0.16590510308742523,2.7024030685424805,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
49,2.526734428803126,0.17318035662174225,2.7566401958465576,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
50,2.6235189350446064,0.18229986727237701,2.8564209938049316,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
51,2.6000777502854664,0.17838776111602783,2.7978005409240723,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
52,2.467912487188975,0.16724802553653717,2.673753499984741,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
53,2.3044684727986655,0.15085369348526,2.5220000743865967,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
54,2.2746137209733326,0.1502237617969513,2.5118515491485596,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
55,2.2436360307534535,0.14744596183300018,2.51851224899292,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
56,2.435935006936391,0.1677561104297638,2.7167441844940186,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
57,2.526016949017843,0.17771218717098236,2.80096697807312,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
58,2.431687714656194,0.16656842827796936,2.684171438217163,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
59,2.5863278714815774,0.18139097094535828,2.825289487838745,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
60,2.483959303299586,0.16862626373767853,2.7130210399627686,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
61,2.4642741537094115,0.16491340100765228,2.6627020835876465,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
62,2.2257205843925476,0.1415659785270691,2.4453985691070557,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
63,2.1871740305423737,0.13884565234184265,2.4419636726379395,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
64,2.243415927886963,0.14408287405967712,2.461458921432495,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
65,2.295228355725606,0.15374214947223663,2.5665221214294434,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
66,2.4932517417271933,0.17374534904956818,2.765078544616699,3,150,100,500,10,1.0,0,10,False,0.01,,5,300,2
