iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.6824374546607335,0.4704527258872986,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
1,1.2017920861641567,0.5337540507316589,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
2,1.1034045666456223,0.5720152258872986,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
3,1.0172605713208516,0.5904447436332703,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
4,0.9481226404507955,0.6077725291252136,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
5,0.8942960798740387,0.618990421295166,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
6,0.8285281086961428,0.6333134174346924,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
7,0.7731441110372543,0.6400241851806641,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
8,0.7276780903339386,0.6488381624221802,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
9,0.6877894873420397,0.6514424085617065,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
10,0.6399286488691965,0.6567507982254028,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
11,0.6055804813901583,0.660556972026825,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
12,0.5668915510177612,0.6641627550125122,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
13,0.5379916243255138,0.6665664911270142,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
14,0.5025647146006426,0.6720753908157349,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
15,0.4764503004650275,0.6739784479141235,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
16,0.4486413722236951,0.6744791865348816,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
17,0.42035479346911114,0.6770833730697632,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
18,0.39819591740767163,0.6790865659713745,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
19,0.3762953132390976,0.6789864301681519,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
20,0.35540739943583805,0.6815905570983887,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
21,0.3328865133225918,0.680989682674408,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
22,0.3117869757115841,0.6840945482254028,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
23,0.29498326530059177,0.6835938692092896,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
24,0.27653916738927364,0.6870993971824646,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
25,0.26200048066675663,0.6854967474937439,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
26,0.24386482996245226,0.6886018514633179,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
27,0.22863429225981236,0.6877003908157349,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
28,0.21477511649330458,0.6892027854919434,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
29,0.20015046373009682,0.690805196762085,24,1,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,1,,30,10
