iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.6416354725758235,0.304791659116745,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
1,1.2113134264169882,0.3657083511352539,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
2,1.040859068161808,0.39204174280166626,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
3,0.9368817800617156,0.4031667113304138,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
4,0.8238493940152694,0.41233330965042114,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
5,0.7156659215979744,0.4239583909511566,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
6,0.6369781263056211,0.4280000627040863,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
7,0.5961320004571462,0.4281666874885559,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
8,0.5301726061928397,0.42766672372817993,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
9,0.4731302010865572,0.43554168939590454,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
10,0.43568664335180074,0.43658336997032166,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
11,0.4103990273094193,0.43654176592826843,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
12,0.36750608045501093,0.4387499988079071,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
13,0.34395211567122413,0.43795835971832275,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
14,0.31699115823964047,0.439750075340271,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
15,0.2882319624259253,0.4399167001247406,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
16,0.2642321221743866,0.4415000379085541,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
17,0.2478078230463628,0.44216662645339966,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
18,0.22608665765195232,0.4437916874885559,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
19,0.20650066724556382,0.44441670179367065,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
20,0.19703578223682902,0.4440833330154419,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
21,0.1770083052542759,0.44462502002716064,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
22,0.1612081533833892,0.44579169154167175,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
23,0.1482096576182812,0.4467083811759949,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
24,0.1399541425635107,0.44466668367385864,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
25,0.12145324647644884,0.44829171895980835,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
26,0.11451030320798357,0.44595837593078613,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
27,0.10327719422154284,0.4480416774749756,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
28,0.0948485090120812,0.44858333468437195,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
29,0.08672133875006693,0.44833335280418396,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,8,,30,10
