iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.409816361963749,0.3058333694934845,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
1,0.6989606212203702,0.382999986410141,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
2,0.5272303807820814,0.3949166536331177,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
3,0.40978933119913563,0.3996250331401825,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
4,0.3158300812744225,0.4022500514984131,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
5,0.27806903668291244,0.40287503600120544,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
6,0.2094410565769067,0.40533339977264404,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
7,0.14963187921481827,0.4047500491142273,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
8,0.15810046975093428,0.40116673707962036,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
9,0.09192612474726047,0.4073750674724579,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
10,0.06851887011725921,0.40795838832855225,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
11,0.06488949728858036,0.40945833921432495,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
12,0.04615763185574906,0.4100000858306885,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
13,0.04157331647487202,0.4102916717529297,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
14,0.02745351135187472,0.41175001859664917,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
15,0.023851250494772103,0.4110834002494812,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
16,0.017267352098618478,0.41200000047683716,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
17,0.014588094605035925,0.413500040769577,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
18,0.012442984851077199,0.41304171085357666,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
19,0.010597214991624545,0.414000004529953,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
20,0.009259595823095879,0.41337502002716064,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
21,0.00825676052166576,0.4124166667461395,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
22,0.0072630848408152815,0.41341671347618103,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
23,0.006429300645928985,0.41395828127861023,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
24,0.00583002306787724,0.41312500834465027,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
25,0.00528364072185165,0.4139999747276306,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
26,0.004834473101558008,0.413833349943161,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
27,0.0044700220945136,0.4137917160987854,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
28,0.004076527880291299,0.4150000512599945,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
29,0.0037371487414930016,0.41429170966148376,24,24,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,24,,30,10
