iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.74190400292476,0.30616670846939087,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
1,1.1609213339785736,0.471125066280365,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
2,0.8438640497624874,0.530583381652832,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
3,0.6760641261935234,0.549041748046875,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
4,0.5123679873843988,0.5674999952316284,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
5,0.43892841413617134,0.5693750381469727,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
6,0.3370188648502032,0.5790417194366455,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
7,0.2807921692728996,0.5794166922569275,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
8,0.2177377206583818,0.5870000123977661,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
9,0.15945661471535763,0.5891667604446411,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
10,0.12688918815304837,0.5891667604446411,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
11,0.09649826089541118,0.5897917747497559,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
12,0.08036090775082509,0.5888750553131104,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
13,0.059163969630996384,0.5912083387374878,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
14,0.04668151206957797,0.5907499194145203,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
15,0.03636058256961405,0.5912083387374878,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
16,0.030064852675423026,0.5918751358985901,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
17,0.024045411963015795,0.5916666984558105,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
18,0.020075837887513142,0.592583417892456,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
19,0.017233867663890123,0.59333336353302,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
20,0.014896649789686004,0.5929584503173828,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
21,0.012961695281167826,0.5931667685508728,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
22,0.011400528329735002,0.5943334102630615,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
23,0.010078490459515402,0.5942916870117188,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
24,0.009034221079976609,0.5938334465026855,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
25,0.008172113681212068,0.5945417284965515,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
26,0.00732457257496814,0.5943750143051147,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
27,0.00676143392532443,0.5945417284965515,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
28,0.006219814686725537,0.593999981880188,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
29,0.005709171217555801,0.5945416688919067,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,,30,10
