iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.6782433887322743,0.3199167251586914,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
1,1.1587004146228235,0.4125833511352539,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
2,0.9766204121018139,0.42345839738845825,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
3,0.7794141988269985,0.4451250433921814,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
4,0.6823568250595903,0.4480416476726532,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
5,0.529886316760288,0.4567083716392517,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
6,0.4703151341139649,0.46025002002716064,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
7,0.3764019910692393,0.46058332920074463,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
8,0.3127263767916399,0.4657916724681854,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
9,0.28130408964837744,0.468500018119812,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
10,0.23074964830933217,0.46637508273124695,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
11,0.1852943760653337,0.4712500274181366,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
12,0.17033611887018196,0.4677499532699585,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
13,0.1301732206629822,0.4725416302680969,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
14,0.1127474964960129,0.4729583263397217,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
15,0.0940746212315086,0.4726666808128357,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
16,0.07801789283015144,0.47400009632110596,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
17,0.06545387478642321,0.47412508726119995,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
18,0.061637225796099905,0.47437506914138794,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
19,0.0559100432486351,0.47337502241134644,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
20,0.04429979333144729,0.47445839643478394,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
21,0.04025192977011708,0.4751250147819519,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
22,0.03333795769503922,0.47475001215934753,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
23,0.0301912537215685,0.47495827078819275,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
24,0.02697168201363335,0.47570836544036865,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
25,0.03617905573992175,0.4755416810512543,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
26,0.02377054365570075,0.47529172897338867,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
27,0.020751093343278626,0.4751667380332947,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
28,0.018835290649197606,0.47570836544036865,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
29,0.016756854393558267,0.47583335638046265,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,8,,30,10
