iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.5986223965883255,0.32204169034957886,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
1,1.0116050279078384,0.3948749899864197,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
2,0.779941022551308,0.41704174876213074,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
3,0.662031061850333,0.4257917106151581,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
4,0.5627573194021048,0.43254172801971436,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
5,0.4473319651830631,0.4426250457763672,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
6,0.39917552896561875,0.4462083578109741,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
7,0.330952915775318,0.4462083578109741,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
8,0.3108288830262609,0.4424583315849304,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
9,0.2515849091432756,0.4507083594799042,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
10,0.20682712040434126,0.45362502336502075,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
11,0.1978447077005209,0.4520833194255829,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
12,0.15892322747580087,0.4540000557899475,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
13,0.13592698479624232,0.4553750455379486,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
14,0.11145032285276102,0.4552916884422302,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
15,0.09438527819778149,0.4553750455379486,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
16,0.09037569729844108,0.4543750286102295,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
17,0.07363879149488639,0.45645833015441895,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
18,0.06282215624984626,0.45591670274734497,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
19,0.052139046108398666,0.4566250741481781,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
20,0.04779220019311955,0.4568750560283661,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
21,0.05465793213564515,0.4558333158493042,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
22,0.037357459346822,0.45883339643478394,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
23,0.034055723261796324,0.45912498235702515,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
24,0.028901151831329724,0.4592500627040863,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
25,0.029915226992064465,0.4544166326522827,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
26,0.022701706293446478,0.45983344316482544,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
27,0.021666923328060268,0.4599166810512543,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
28,0.018146022125923384,0.46020838618278503,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
29,0.016359890449772745,0.45962509512901306,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,8,,30,10
