iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.6753246026734512,0.32200005650520325,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
1,1.2025249397847801,0.3773333728313446,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
2,0.9503682537081962,0.39933332800865173,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
3,0.7207644933174985,0.4187084138393402,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
4,0.604586244871219,0.4290834069252014,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
5,0.518859104893636,0.4226667284965515,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
6,0.41451746855940047,0.4308750033378601,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
7,0.3335977978034255,0.43950003385543823,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
8,0.2694296137876033,0.439708411693573,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
9,0.23112951054645237,0.43824994564056396,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
10,0.1996507803851273,0.4396666884422302,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
11,0.17029770177517398,0.4415000379085541,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
12,0.13765534910877855,0.44037503004074097,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
13,0.11372637624299387,0.44200003147125244,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
14,0.09836164908483624,0.4411250352859497,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
15,0.0813109147711657,0.44320833683013916,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
16,0.0692717071530448,0.4439166784286499,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
17,0.0601938264905281,0.4425000548362732,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
18,0.05156643872032873,0.4427917003631592,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
19,0.05304860974138137,0.4437500238418579,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
20,0.039534210540296044,0.445166677236557,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
21,0.03489605269957489,0.4439583718776703,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
22,0.030872020598811407,0.44433337450027466,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
23,0.02688564265675571,0.44329166412353516,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
24,0.023999367153010098,0.44487500190734863,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
25,0.021150241341577686,0.44445833563804626,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
26,0.019073055613262113,0.44475001096725464,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
27,0.017725501011833938,0.4438334107398987,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
28,0.016733507356548216,0.44441670179367065,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
29,0.0199517430907387,0.4449167251586914,24,8,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,8,,30,10
