iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.408607789625724,0.3256250023841858,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
1,0.6792079780716449,0.4177916944026947,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
2,0.525300907184525,0.4280416667461395,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
3,0.39410760092626634,0.43033331632614136,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
4,0.3143753460026346,0.4348750114440918,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
5,0.2327735670551192,0.44029170274734497,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
6,0.1690853376154943,0.44175004959106445,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
7,0.1287375926913228,0.4428750276565552,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
8,0.10119939735644341,0.44604170322418213,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
9,0.08395719460289304,0.4450833797454834,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
10,0.08379911821975838,0.44466671347618103,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
11,0.05837891507447542,0.4465000033378601,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
12,0.04359285653238961,0.4480416774749756,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
13,0.03465477772988379,0.44837498664855957,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
14,0.02581790275144158,0.4482083320617676,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
15,0.021078115423733834,0.44837507605552673,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
16,0.017523982062508974,0.44837504625320435,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
17,0.015174265298507331,0.44837498664855957,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
18,0.013682559059816413,0.44816672801971436,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
19,0.011033068428029461,0.4485834240913391,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
20,0.0097667486188584,0.44804176688194275,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
21,0.008490475496121993,0.4473333954811096,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
22,0.0075692985725860735,0.447833389043808,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
23,0.006827150923830534,0.44758340716362,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
24,0.006059641792186691,0.4481250047683716,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
25,0.005445667155678772,0.44862502813339233,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
26,0.004967166017498433,0.44845840334892273,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
27,0.004569306078337831,0.44845837354660034,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
28,0.004177206777967513,0.4488750398159027,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
29,0.0038225215345543497,0.4485000967979431,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,24,,30,10
