iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.5741665561993916,0.4783654808998108,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
1,1.21336134771506,0.5410656929016113,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
2,1.1279353896776836,0.5615985989570618,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
3,1.038064477344354,0.585637092590332,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
4,0.9466016069054604,0.6022636890411377,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
5,0.8856352418661118,0.6176882982254028,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
6,0.8277203639348348,0.6284055113792419,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
7,0.7708383997281393,0.6351162195205688,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
8,0.72541310886542,0.6414263248443604,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
9,0.6811108986536661,0.6486378312110901,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
10,0.6360216264923414,0.6539463996887207,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
11,0.5989049077033997,0.6565505862236023,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
12,0.5633127652108669,0.6603566408157349,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
13,0.5290620140731335,0.6620593070983887,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
14,0.4982783819238345,0.6661658883094788,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
15,0.46681250383456546,0.668870210647583,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
16,0.44560160239537555,0.6705729961395264,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
17,0.4189855133493741,0.6710737943649292,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
18,0.39652128890156746,0.6738781929016113,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
19,0.37066908304889995,0.6729767322540283,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
20,0.3489914759993553,0.6763822436332703,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
21,0.32961568608880043,0.6762821078300476,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
22,0.3109811184306939,0.678485631942749,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
23,0.29111685417592525,0.676682710647583,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
24,0.27333115848402184,0.6792868971824646,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
25,0.2581100929528475,0.6776843070983887,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
26,0.24125184739629427,0.6800881624221802,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
27,0.226900494347016,0.6789864301681519,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
28,0.21280111310382685,0.6802884936332703,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
29,0.19931471223632494,0.6789864897727966,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,1,,30,10
