iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.261794663965702,0.3058750033378601,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
1,0.4483054301235825,0.39658331871032715,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
2,0.32664996965710696,0.4011250436306,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
3,0.2141505789477378,0.41045838594436646,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
4,0.1603338967252057,0.41066667437553406,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
5,0.09822948639824365,0.4162500500679016,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
6,0.0963245597279941,0.41666674613952637,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
7,0.05149070629461979,0.42174994945526123,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
8,0.03192027714976575,0.4242500066757202,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
9,0.028488671499265667,0.42225003242492676,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
10,0.017541757619862135,0.4233333468437195,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
11,0.021714077328700416,0.42516669631004333,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
12,0.011557426420040429,0.4254166781902313,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
13,0.008770873517884562,0.4252917468547821,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
14,0.007217134986907088,0.42541664838790894,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
15,0.0061119311236931635,0.4252917170524597,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
16,0.005267988046398386,0.4260416626930237,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
17,0.0045364458904562826,0.4257083535194397,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
18,0.003962613792585519,0.4258750379085541,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
19,0.0035168054940489433,0.42649996280670166,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
20,0.0031868338483036496,0.42616671323776245,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
21,0.002855337302510937,0.4265833795070648,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
22,0.0025505130045833844,0.42637500166893005,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
23,0.0023847943994042,0.4269583225250244,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
24,0.00213889978598066,0.4269584119319916,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
25,0.002002364503520463,0.4270417094230652,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
26,0.0018559193946809198,0.42654168605804443,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
27,0.0017513238805501412,0.4265833795070648,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
28,0.0016117594532261137,0.4270000159740448,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
29,0.0015220302278369975,0.42708325386047363,24,24,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,24,,30,10
