iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_algo_n_clusters,algo_R,algo_R_local
0,1.6476007637878258,0.2933333218097687,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
1,1.0485723607707769,0.382416695356369,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
2,0.8922436544671655,0.3817499577999115,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
3,0.654636753218559,0.40641674399375916,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
4,0.5421292479441036,0.40400004386901855,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
5,0.4244649988540914,0.41333335638046265,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
6,0.31140687206061557,0.4203750789165497,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
7,0.2614700572691315,0.42108339071273804,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
8,0.1967660854861606,0.4261249899864197,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
9,0.16842105585480263,0.42504167556762695,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
10,0.13398060366065087,0.42637500166893005,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
11,0.11274083389920027,0.42645832896232605,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
12,0.0899624296046871,0.42741668224334717,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
13,0.07574198415143958,0.42875000834465027,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
14,0.06043189527311673,0.42908334732055664,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
15,0.04939202129268475,0.43287500739097595,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
16,0.051334939220396336,0.43233340978622437,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
17,0.03613137505211247,0.43337497115135193,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
18,0.03185802668061418,0.4330833852291107,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
19,0.026128152619397344,0.4330417513847351,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
20,0.022852216232422506,0.43370842933654785,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
21,0.020304282750051545,0.4333750605583191,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
22,0.01743790103379676,0.4333333373069763,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
23,0.015492872263469811,0.43458330631256104,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
24,0.013856092949329954,0.4336667060852051,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
25,0.012217305555774752,0.4344583749771118,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
26,0.011224301976956971,0.4347084164619446,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
27,0.011103411178434422,0.4335416555404663,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
28,0.00935796630801633,0.4346249997615814,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
29,0.008365713809325825,0.43633338809013367,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,8,,30,10
