iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.8215879897276561,0.38962340354919434,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.4383930017550786,0.4503205716609955,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.3263084938128789,0.4763621985912323,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.232924222946167,0.4922877252101898,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.1484491874774296,0.5092147588729858,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.0634230772654216,0.5186299085617065,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.004016935825348,0.5306490659713745,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
7,0.9208127955595652,0.5399639010429382,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
8,0.8882134184241295,0.5446715354919434,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
9,0.8199148674805959,0.5523838996887207,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.7691224043567976,0.5597957372665405,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.7305516675114632,0.5626002550125122,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.6877093091607094,0.564302921295166,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.6596201881766319,0.5650039911270142,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.6165201130012671,0.5746194124221802,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.5795116710166136,0.5756210684776306,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.559936615327994,0.5741187334060669,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.5193370630343755,0.5776242017745972,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.5186745362977186,0.5727163553237915,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.46283626308043796,0.5803285837173462,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.44090356429417926,0.5803285837173462,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.4099312958618005,0.5843349695205688,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.38749180485804874,0.5869390964508057,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.3717727878441413,0.5843349695205688,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.33740767277777195,0.5929487943649292,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.3177958521991968,0.5928485989570618,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.3214274576554696,0.5888422131538391,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.276606194054087,0.5906450748443604,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.27094800646106404,0.5943509936332703,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.26449606381356716,0.5932493209838867,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
