iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.5570826629797618,0.4425080418586731,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.2594904204209645,0.5227364301681519,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.190144141515096,0.5439703464508057,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.0886907478173573,0.5804287195205688,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.013576736052831,0.5874399542808533,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
5,0.9545958066980044,0.6042668223381042,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
6,0.8839305688937505,0.612980842590332,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
7,0.8349770779410998,0.6240985989570618,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
8,0.7906165594855944,0.6304086446762085,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
9,0.7426416898767153,0.634114682674408,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.689953476190567,0.6404247879981995,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.6670425484577814,0.6431289911270142,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.608910083770752,0.642427921295166,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.5816779024899006,0.6481370329856873,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.5530703191955885,0.6526443958282471,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.5196412031849226,0.655048131942749,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.49238721281290054,0.6555488705635071,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.46162891015410423,0.657552182674408,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.43766698986291885,0.6604567766189575,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.4146743193268776,0.6630609035491943,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.3905511647462845,0.6614583134651184,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.3674984226624171,0.664463222026825,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.3453570269048214,0.6650642156600952,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.3282315619289875,0.6639624238014221,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.31151532878478366,0.6670674085617065,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.2912861170868079,0.6664663553237915,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.27239569276571274,0.667668342590332,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.25807013052205247,0.6680690050125122,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.23891125929852328,0.669771671295166,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.23495421558618546,0.6665664911270142,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
