iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.2199895679950714,0.23487579822540283,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.8230949938297272,0.3331330120563507,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.5926868269840877,0.3874199390411377,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.458001787463824,0.4132612645626068,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.328457420070966,0.4384015202522278,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.238662026822567,0.45953530073165894,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.1798478960990906,0.45653045177459717,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.103846366206805,0.46404242515563965,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.0260157510638237,0.4748598337173462,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
9,0.9686621427536011,0.47776442766189575,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.9181387027104696,0.48637819290161133,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.8371113389730453,0.49058493971824646,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.7870590562621752,0.501201868057251,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.753650352358818,0.49839746952056885,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.7013768516480923,0.5008013248443604,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.6636035144329071,0.5083133578300476,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.6221705786883831,0.5097155570983887,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.5840257418652376,0.5132211446762085,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.566675049563249,0.5108174085617065,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.5095620341598988,0.5157251954078674,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.47219405074914295,0.5168269872665405,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.4630210151274999,0.5159255266189575,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.4317992441356182,0.5151242017745972,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.41930318499604863,0.5225360989570618,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.3856570099790891,0.5210336446762085,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.3661994282156229,0.526141881942749,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.3163899003217618,0.5275441408157349,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.3190715281913678,0.5292468667030334,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.3099111504852772,0.5278445482254028,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.27278538917501766,0.527043342590332,24,1,100,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
