iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.2025466163953147,0.18116667866706848,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.8343546489874523,0.2742083668708801,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.7057417283455532,0.27625003457069397,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.554537296295166,0.29625001549720764,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.499315137664477,0.2979166805744171,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.3778019696474075,0.31075000762939453,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.3007044742504756,0.3160417079925537,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.2251606633265812,0.3186250329017639,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.1591819450259209,0.3259166479110718,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.0830136835575104,0.32737502455711365,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.025924066702525,0.33108335733413696,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.002286712328593,0.3265833556652069,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.9017300233244896,0.33504170179367065,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.8755984976887703,0.33104169368743896,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.803918868303299,0.33508333563804626,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.7672105021774769,0.3370833396911621,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.7053533519307772,0.3396666944026947,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.685515026251475,0.33820831775665283,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.6288722169895967,0.338541716337204,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.5980554682513078,0.3422083556652069,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.5736644193530083,0.34179168939590454,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.526931319385767,0.34491676092147827,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.5063796266913414,0.3424583375453949,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.4940720771749814,0.34195834398269653,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.46401889125506085,0.34375,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.41773251506189507,0.34558331966400146,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.38733202156921226,0.35066670179367065,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.3781931760410468,0.346416711807251,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.3376217366506656,0.35066670179367065,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.35006630048155785,0.34666669368743896,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
