iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.2747654418150582,0.13058333098888397,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
1,2.0332356045643487,0.24237501621246338,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.9328145533800125,0.257416695356369,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.7897871136665344,0.3082083463668823,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.7467286884784698,0.29729163646698,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.6362020621697109,0.32362502813339233,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.5535830507675807,0.3243333697319031,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.5063287268082302,0.3201667070388794,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.4453399280707042,0.32587504386901855,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.3865710894266765,0.32845842838287354,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.28172467648983,0.34025001525878906,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.2278566658496857,0.34162506461143494,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.146737481156985,0.34266671538352966,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.084323413670063,0.3449583947658539,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
14,1.0473790566126506,0.3423333764076233,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9954342568914095,0.33633336424827576,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.9489535962541898,0.3449167013168335,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.9186321223775545,0.3426666259765625,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8473037083943685,0.3447917401790619,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.8407315711180369,0.3447917401790619,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7424920226136843,0.3497083783149719,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7078677813212076,0.35108333826065063,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.6866128419836363,0.3398333787918091,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6444985543688139,0.3486250340938568,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6226729017992815,0.34658336639404297,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.565036341547966,0.35091671347618103,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5408222464223703,0.34158337116241455,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5087775699794292,0.3480416238307953,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.4920765794813633,0.34587499499320984,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.4352736733853817,0.35754168033599854,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
