iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.092259407043457,0.2368750274181366,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.8537307729323704,0.3060417175292969,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.774410863717397,0.32220834493637085,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.6772852341334026,0.33795833587646484,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5767792264620464,0.3459166884422302,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.5248059282700221,0.3575000762939453,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.4364396681388218,0.3652917742729187,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.4128354241450627,0.3618750274181366,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.3331564168135326,0.37158340215682983,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.2440079748630524,0.3724583387374878,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1932061860958736,0.3803333640098572,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.126332548757394,0.38045835494995117,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.060336247086525,0.3863750398159027,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.0400126030047734,0.3815416991710663,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
14,1.0066314041614532,0.38320836424827576,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.931031400958697,0.3877917230129242,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8755387564500173,0.3907500207424164,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8844575981299082,0.3876667618751526,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8377641215920448,0.38945838809013367,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.7720711852113405,0.3916667103767395,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7344206149379412,0.39391666650772095,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.717837780714035,0.390458345413208,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.6828503732879957,0.393083393573761,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6503703730801741,0.3945000171661377,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6280563697218895,0.390333354473114,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.5871684662997723,0.3942084014415741,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5476064644753933,0.39520835876464844,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5515046554307143,0.39120838046073914,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5148186174531778,0.39395833015441895,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.4809907985230287,0.39758336544036865,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10
