iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.211982478698095,0.19666670262813568,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.845515141884486,0.26912498474121094,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6956291695435841,0.2798333168029785,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.562942420442899,0.29441672563552856,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.486275091767311,0.2965000569820404,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.375717322031657,0.31079167127609253,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.3359737396240234,0.31279170513153076,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.2564750810464222,0.3137916922569275,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.2150679032007854,0.31541669368743896,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.1363613903522491,0.31837499141693115,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.0980806301037471,0.3159167170524597,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.0358092337846756,0.3168333172798157,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.9734642654657364,0.3204583525657654,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.9342459738254547,0.3211250305175781,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.8833931386470795,0.32212504744529724,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.8385080248117447,0.3189583420753479,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.7826161632935206,0.3266666829586029,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.752500501771768,0.32229167222976685,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.7147461076577505,0.3217083215713501,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.6743847566346327,0.3225000500679016,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.634412121027708,0.32454168796539307,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.6072750662763914,0.3249167203903198,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.5891708297034105,0.32249999046325684,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.5325366655985514,0.32725000381469727,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.5197455026209354,0.32345837354660034,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.5030563498536745,0.32458335161209106,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.46747855717937153,0.3266666829586029,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.4497676466902097,0.3254167139530182,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.41502511501312256,0.32712507247924805,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.4048587779204051,0.3252083659172058,24,8,50,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
