iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,77.57363433837891,8.79537582397461,88.97808074951172,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
1,61.645132261912025,7.665979862213135,77.5545425415039,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
2,49.406896368662515,6.705418109893799,67.79971313476562,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
3,39.84022411346436,5.88502311706543,59.5308723449707,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
4,32.625576680501304,5.24630880355835,53.031890869140625,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
5,26.895204928716023,4.704746246337891,47.573734283447266,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
6,22.491985111236573,4.218537330627441,42.6859245300293,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
7,18.883561770121258,3.7770373821258545,38.278053283691406,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
8,15.964988023440043,3.405837297439575,34.53634262084961,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
9,13.439440162976583,3.0525906085968018,30.973857879638672,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
10,11.484525257746379,2.7665457725524902,28.099184036254883,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
11,9.901892073949178,2.5261950492858887,25.70256996154785,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
12,8.633449238141377,2.3159360885620117,23.607215881347656,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
13,7.5555136402448015,2.127138376235962,21.71448516845703,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
14,6.58895768404007,1.9486169815063477,19.93343734741211,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
15,5.777479809125264,1.7944869995117188,18.3956298828125,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
16,5.0987677542368575,1.6399348974227905,16.865224838256836,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
17,4.545632991393407,1.5089468955993652,15.57153034210205,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
18,4.05306237300237,1.3965898752212524,14.460333824157715,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
19,3.6879511574904122,1.2934198379516602,13.451129913330078,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
20,3.332034590045611,1.205043911933899,12.577524185180664,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
21,3.0671534679333368,1.1390560865402222,11.92249584197998,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
22,2.8554388043284415,1.0735552310943604,11.283026695251465,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
23,2.5917723373572032,0.998672604560852,10.548927307128906,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
24,2.403865815003713,0.9374844431877136,9.946557998657227,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
25,2.2633636136353017,0.8832297921180725,9.411800384521484,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
26,2.114966211815675,0.8343077898025513,8.935152053833008,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
27,1.974144589106242,0.7905231714248657,8.498507499694824,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
28,1.8314642475545406,0.7391813397407532,7.986660480499268,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
29,1.7177639880776405,0.6988859176635742,7.59852409362793,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
30,1.6219317876795927,0.6604211926460266,7.231278896331787,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
31,1.5047920876244705,0.6176778078079224,6.813382148742676,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
32,1.4063153986136119,0.5881457924842834,6.522869110107422,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
33,1.3100679881374042,0.5502380728721619,6.15291166305542,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
34,1.275607553621133,0.5399153232574463,6.040153503417969,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
35,1.2354733886321385,0.5209899544715881,5.860770225524902,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
36,1.1902236004670461,0.49792131781578064,5.640230655670166,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
37,1.149879010717074,0.47473055124282837,5.413179874420166,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
38,1.1160984941323597,0.4557780623435974,5.226376056671143,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
39,1.078521241247654,0.43726569414138794,5.048400402069092,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
40,1.0247863332430522,0.41060924530029297,4.787566661834717,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
41,1.0386567214131355,0.40974292159080505,4.775818347930908,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
42,0.9999073340495428,0.3920300006866455,4.606755256652832,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
43,0.9803881078958512,0.3767120838165283,4.448704719543457,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
44,0.9222484363118807,0.35401663184165955,4.227238655090332,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
45,0.8899007471402486,0.33590295910835266,4.046331882476807,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
46,0.8840111838281155,0.32990533113479614,3.9826836585998535,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
47,0.8807630015412966,0.3260137736797333,3.953193426132202,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
48,0.8747295157114665,0.32411864399909973,3.938767910003662,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
49,0.8396646239360174,0.3087671399116516,3.781249761581421,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
50,0.8270262518525123,0.30263790488243103,3.7112390995025635,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
51,0.8529829060037931,0.3033858835697174,3.723355293273926,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
52,0.8358390966554483,0.29546281695365906,3.649691343307495,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
53,0.8320616056521734,0.2902689576148987,3.600205183029175,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
54,0.7969331847131252,0.2783954441547394,3.483571767807007,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
55,0.7804811768233776,0.26866665482521057,3.3916285037994385,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
56,0.7903129773338636,0.26124873757362366,3.319978713989258,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
57,0.7800100938479105,0.25479966402053833,3.262347936630249,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
58,0.750767769763867,0.24946312606334686,3.213109016418457,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
59,0.7680702631175518,0.24836955964565277,3.201664447784424,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
60,0.7271613784631094,0.2378517985343933,3.096442461013794,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,2
