iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_S,algo_R,algo_R_local
0,90.7566,95.8182601928711,9.632247924804688,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
1,84.6699,90.47029113769531,9.096694946289062,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
2,78.982445,85.4659423828125,8.597333908081055,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
3,73.847946,80.9710464477539,8.148438453674316,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
4,68.95266,76.69336700439453,7.723383903503418,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
5,64.50597,72.64274597167969,7.317600250244141,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
6,60.257656,68.73358154296875,6.926641464233398,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
7,56.323067,65.15543365478516,6.568850040435791,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
8,52.743687,61.93544387817383,6.24691104888916,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
9,49.20914,58.557682037353516,5.909129619598389,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
10,46.008556,55.5262336730957,5.606371879577637,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
11,43.0482,52.6935920715332,5.322977066040039,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
12,40.26266,49.955718994140625,5.0489091873168945,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
13,37.67649,47.43280029296875,4.794995307922363,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
14,35.250515,44.970027923583984,4.54762601852417,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
15,33.035686,42.67179489135742,4.316522598266602,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
16,30.962597,40.56583786010742,4.105268478393555,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
17,29.022999,38.521080017089844,3.900503396987915,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
18,27.195442,36.58637619018555,3.7066330909729004,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
19,25.510715,34.75433349609375,3.5213828086853027,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
20,23.887949,32.98379898071289,3.3428843021392822,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
21,22.40299,31.342933654785156,3.1771159172058105,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
22,21.052776,29.865232467651367,3.0277445316314697,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
23,19.78218,28.478925704956055,2.8881027698516846,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
24,18.580547,27.072500228881836,2.7461447715759277,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
25,17.454,25.778711318969727,2.6147611141204834,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
26,16.423952,24.62722396850586,2.498244524002075,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
27,15.436318,23.46565055847168,2.3805344104766846,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
28,14.537246,22.354061126708984,2.267759084701538,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
29,13.660119,21.271425247192383,2.158280611038208,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
30,12.859718,20.30608367919922,2.0601422786712646,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
31,12.088734,19.351720809936523,1.962559461593628,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
32,11.376668,18.441553115844727,1.8694339990615845,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
33,10.710064,17.61928939819336,1.7854915857315063,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
34,10.089226,16.81069564819336,1.7028778791427612,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
35,9.50913,16.05225372314453,1.625174641609192,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
36,8.962,15.376298904418945,1.555198311805725,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
37,8.439513,14.672618865966797,1.4834476709365845,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
38,7.951849,13.990153312683105,1.413326382637024,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
39,7.4997826,13.352395057678223,1.3473937511444092,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
40,7.070628,12.719746589660645,1.282305359840393,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
41,6.675292,12.15713119506836,1.2240177392959595,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
42,6.3041325,11.60799789428711,1.1673204898834229,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
43,5.95532,11.096715927124023,1.1147093772888184,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
44,5.6282763,10.62856674194336,1.065881371498108,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
45,5.3206453,10.174205780029297,1.0187314748764038,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
46,5.0349326,9.749715805053711,0.9744934439659119,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
47,4.756404,9.300243377685547,0.9278439283370972,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
48,4.4989266,8.912657737731934,0.887731671333313,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
49,4.2591176,8.542888641357422,0.8492065072059631,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
50,4.029631,8.214411735534668,0.814629077911377,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
51,3.8145134,7.882691383361816,0.7799134254455566,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
52,3.617063,7.561290740966797,0.7460243701934814,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
53,3.4315267,7.246853351593018,0.7132028937339783,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
54,3.2562387,6.93880558013916,0.680648148059845,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
55,3.0873218,6.65216588973999,0.6505552530288696,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
56,2.93139,6.3776535987854,0.6217927932739258,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
57,2.784118,6.1058478355407715,0.5931867361068726,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
58,2.646922,5.874383926391602,0.5688592195510864,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
59,2.5188472,5.637824535369873,0.5438598394393921,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
60,2.396884,5.42593240737915,0.521227240562439,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
61,2.2840307,5.222205638885498,0.49954545497894287,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
62,2.1754782,5.031790733337402,0.4788752496242523,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
63,2.0748534,4.84148645401001,0.4586542248725891,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
64,1.9801575,4.672980785369873,0.44067978858947754,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
65,1.8888713,4.509326934814453,0.42306584119796753,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
66,1.8048413,4.353694915771484,0.40597856044769287,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
67,1.7261678,4.191834449768066,0.38872984051704407,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
68,1.6503888,4.039919853210449,0.37227553129196167,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
69,1.580436,3.8916444778442383,0.35644546151161194,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
70,1.5135919,3.7507379055023193,0.3411617577075958,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
