iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_S,algo_R,algo_R_local
0,72.11842,85.88192749023438,8.638822555541992,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
1,54.16118,73.76275634765625,7.429368495941162,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
2,41.28432,64.18244934082031,6.471782207489014,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
3,32.049084,56.4415168762207,5.697595596313477,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
4,25.24791,50.160247802734375,5.066848278045654,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
5,20.13852,44.90449905395508,4.538479328155518,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
6,16.29959,40.56144332885742,4.100800514221191,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
7,13.339128,36.72761535644531,3.713808298110962,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
8,11.041598,33.383548736572266,3.3755075931549072,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
9,9.224271,30.472227096557617,3.080814838409424,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
10,7.775635,27.987340927124023,2.8279287815093994,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
11,6.6186547,25.79717254638672,2.6047654151916504,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
12,5.6796885,23.792545318603516,2.4006295204162598,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
13,4.89864,22.014591217041016,2.2197341918945312,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
14,4.261342,20.453556060791016,2.0603702068328857,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
15,3.7216969,19.002418518066406,1.9112833738327026,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
16,3.2758555,17.69682502746582,1.7779372930526733,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
17,2.9017162,16.524869918823242,1.6576892137527466,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
18,2.5781586,15.479007720947266,1.550176739692688,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
19,2.3001213,14.486474990844727,1.4479161500930786,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
20,2.0567129,13.530372619628906,1.3494434356689453,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
21,1.8494775,12.67505168914795,1.2610902786254883,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
22,1.6692127,11.891484260559082,1.1797912120819092,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
23,1.5100303,11.181415557861328,1.10603666305542,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
24,1.3747357,10.544584274291992,1.0399091243743896,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
25,1.2542077,9.961103439331055,0.9789788126945496,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
26,1.1490594,9.422541618347168,0.9228399991989136,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
27,1.0545803,8.925286293029785,0.870974063873291,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
28,0.9696303,8.453900337219238,0.8214974403381348,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
