iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,86.8334234491984,9.275586128234863,93.82649230957031,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
1,77.06935414632161,8.607129096984863,87.04668426513672,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
2,68.55693789800009,8.022536277770996,81.09978485107422,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
3,61.24251474380493,7.493865013122559,75.75900268554688,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
4,54.59427084604899,6.998687744140625,70.7810287475586,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
5,48.9478668085734,6.57198429107666,66.47235870361328,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
6,43.83996344884237,6.155804634094238,62.2741813659668,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
7,39.30061431248983,5.779177665710449,58.454681396484375,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
8,35.421081167856855,5.4391632080078125,55.03102493286133,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
9,32.040764611562096,5.12577486038208,51.86030960083008,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
10,29.02762825965881,4.832183361053467,48.9157829284668,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
11,26.370500141779583,4.564202308654785,46.2180061340332,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
12,23.992467288970946,4.314511299133301,43.696353912353516,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
13,21.867962652842206,4.091423511505127,41.46168899536133,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
14,19.98056592941284,3.875117301940918,39.26592254638672,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
15,18.27043841044108,3.672823667526245,37.24000930786133,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
16,16.748423204421997,3.495919704437256,35.46571731567383,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
17,15.43246101697286,3.325728416442871,33.748741149902344,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
18,14.204397563934327,3.1646265983581543,32.14093017578125,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
19,13.093640356063842,3.0035829544067383,30.526609420776367,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
20,12.044520862897237,2.855046033859253,29.035165786743164,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
21,11.113087630271911,2.7130775451660156,27.62163543701172,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
22,10.27819707552592,2.5892980098724365,26.37300682067871,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
23,9.53288559436798,2.474700927734375,25.238235473632812,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
24,8.839403400421142,2.3634607791900635,24.1156005859375,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
25,8.212228498458863,2.2583634853363037,23.05462074279785,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
26,7.650385197003683,2.159966468811035,22.065895080566406,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
27,7.135505353609721,2.0648276805877686,21.116525650024414,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
28,6.633436986605326,1.9748479127883911,20.218761444091797,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
29,6.214189316431681,1.8966968059539795,19.444169998168945,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
30,5.817148541609447,1.8123910427093506,18.608585357666016,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
31,5.489893225034078,1.7387821674346924,17.862802505493164,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
32,5.153168182373047,1.670567512512207,17.19179916381836,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
33,4.827779207626978,1.5997042655944824,16.491161346435547,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
34,4.513296158711116,1.533492088317871,15.832375526428223,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
35,4.273467283248902,1.4765008687973022,15.266992568969727,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
36,4.021437139113744,1.4180810451507568,14.685871124267578,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
37,3.7992836852868397,1.366156816482544,14.172574996948242,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
38,3.6182734284798306,1.3198962211608887,13.71473503112793,3,150,10,500,10,0,0,False,10,False,0.01,,5,300,1
