iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.9991897642612457,0.2903750538825989,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.7031311442454655,0.36641669273376465,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.6305940002202988,0.3839583992958069,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.5418997754653294,0.40416669845581055,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.490840678413709,0.40795835852622986,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.390657474597295,0.42379170656204224,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.3328079457084339,0.4310833811759949,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.29206437120835,0.4344167113304138,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.2201270833611488,0.4428333044052124,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,1.1693951139847438,0.44445833563804626,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,1.1175641690691311,0.44912493228912354,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,1.070552205046018,0.45229166746139526,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,1.0227258950471878,0.4569583535194397,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.9888981034358343,0.4599583148956299,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.9542092904448509,0.45766669511795044,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.9116262570023537,0.4592500329017639,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.8665746053059896,0.46379169821739197,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.8381327341000239,0.4655833840370178,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.8067802414298058,0.4649166762828827,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.7709113322198391,0.4674167037010193,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.7506872303783894,0.4628750681877136,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.7124479189515114,0.46795839071273804,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.6892245983084043,0.46616673469543457,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.6577684904138247,0.4672083854675293,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.6320568496982256,0.46787506341934204,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.6051826402544975,0.46937501430511475,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.584654901176691,0.4697916507720947,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.5547382285197576,0.47095832228660583,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.5362354069948196,0.47212502360343933,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.5137155192593733,0.4701666831970215,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
