iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.9547650317351024,0.28954169154167175,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.6694726794958115,0.3567500114440918,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.6366622944672902,0.3735417127609253,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.5699838995933533,0.3809167146682739,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.4973143090804417,0.3945000171661377,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.3780356347560883,0.4152500331401825,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.3044103632370632,0.4265000820159912,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.237734854221344,0.43175002932548523,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.2054318636655807,0.43641674518585205,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,1.1469410757223766,0.43933340907096863,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,1.0940403640270233,0.44350001215934753,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,1.0519455671310425,0.4463750123977661,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,1.0102607409159343,0.44866666197776794,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.9617820953329405,0.4537501037120819,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.9379278793931007,0.4520833492279053,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.8865605021516482,0.4565417170524597,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.8538809269666672,0.4555833339691162,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.808379257718722,0.4581667184829712,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.7792264297604561,0.45895835757255554,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.7524871801336607,0.46041667461395264,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.7170672193169594,0.4615417420864105,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.6871311987439791,0.46154171228408813,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.6614070509870847,0.4633749723434448,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.6322243362665176,0.4645000100135803,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.6039928992589315,0.46495839953422546,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.5838455048700174,0.4642500579357147,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.5563515449563662,0.46537500619888306,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.5278040394186974,0.46733328700065613,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.503961842507124,0.4663749635219574,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.47979649777213734,0.46808338165283203,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
