iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.931820233662923,0.30395835638046265,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.6662503133217494,0.3646249771118164,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.6282430936892827,0.37187498807907104,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.5334171156088512,0.3932083249092102,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.4337399750947952,0.4092499911785126,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.3554180711507797,0.4155000150203705,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.297937388221423,0.42770835757255554,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.246271774172783,0.4310833811759949,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.1887988944848378,0.43445834517478943,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,1.138553040723006,0.4385833740234375,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,1.0776938274502754,0.44570836424827576,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,1.0348590339223545,0.4532500207424164,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.9966137384374937,0.45112502574920654,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.9561194976170858,0.453291654586792,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.9256836846470833,0.45220834016799927,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.8727771490812302,0.4569999873638153,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.836351161201795,0.4606249928474426,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.7995937193433443,0.461124986410141,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.7672185550133387,0.46416670083999634,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.7408434748649597,0.4644166827201843,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.7127769365906715,0.4660416841506958,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.6853962764143944,0.46641671657562256,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.6543682490785917,0.468833327293396,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.6201564595103264,0.4680417478084564,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.593102253973484,0.46912500262260437,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.5712119018038114,0.47045832872390747,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.5475943175454935,0.4703333079814911,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.5183995440602303,0.4702500104904175,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.49737995987137157,0.47054171562194824,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.47864484911163646,0.4710833430290222,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
