iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.9640543510516484,0.31154170632362366,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.7940183381239574,0.32600000500679016,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.6483585337797801,0.36991673707962036,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.5494438509146373,0.3920000493526459,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.4146993160247803,0.41604170203208923,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.3743700037399929,0.4225417375564575,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.285870760679245,0.4360833168029785,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.2528065492709477,0.4385417103767395,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.154178077975909,0.45600005984306335,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,1.1317266275485356,0.4515000581741333,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,1.082434204717477,0.45716673135757446,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,1.007527194917202,0.4635833501815796,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.9721987247467041,0.46645838022232056,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.9266171579559644,0.4676250219345093,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.888040711482366,0.471416711807251,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.8546714385350546,0.4718749225139618,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.8187418927748998,0.47725003957748413,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.7859608754515648,0.47570836544036865,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.7479290987054507,0.47854170203208923,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.7179760684569677,0.4777500033378601,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.6822055180867513,0.4803333282470703,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.65438245733579,0.4826667904853821,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.6250283345580101,0.48366665840148926,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.6010205832620462,0.4827084243297577,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.5789987978835901,0.483916699886322,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.5475944876670837,0.48620831966400146,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.525360245257616,0.48741671442985535,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.5025520672400793,0.4884583652019501,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.4826224632561207,0.48875004053115845,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.45852743089199066,0.49095842242240906,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
