iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.989962766567866,0.257375031709671,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.701699326435725,0.35466668009757996,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.683761974175771,0.35566672682762146,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.5528751413027446,0.38641664385795593,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.4735012104113896,0.39754170179367065,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.3986584941546123,0.4071667194366455,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.346143568555514,0.4162083864212036,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.2833418051401775,0.4207500219345093,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.216477168103059,0.42658334970474243,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,1.167248842616876,0.43204164505004883,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,1.1301871985197067,0.4333333969116211,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,1.071889489889145,0.43908339738845825,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,1.0263500288128853,0.4414167106151581,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.9877435863018036,0.4428333640098572,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.9414322276910146,0.4465000331401825,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.9029936343431473,0.44950008392333984,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.8588028152783712,0.45375001430511475,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.8304667149980863,0.45104169845581055,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.7928024133046468,0.45629167556762695,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.7554408411184946,0.4537917971611023,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.7347965513666471,0.4547500014305115,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.7101819266875585,0.4573749899864197,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.6699600294232368,0.4587499797344208,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.6510008797049522,0.4597916603088379,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.620156466960907,0.46125003695487976,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.5958400319019953,0.4596250653266907,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.5673213116824627,0.4620417058467865,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.5461293645203114,0.4617500305175781,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.5192340898017088,0.463458389043808,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.4955628551542759,0.4633749723434448,24,4,500,1000,30.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
