iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_mu
0,1.9672769159078598,0.27766668796539307,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,1.7388808578252792,0.34825000166893005,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,1.6431739330291748,0.37433332204818726,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,1.5538701365391414,0.38850003480911255,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,1.4766731013854344,0.4075417220592499,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,1.4184532761573792,0.4112500548362732,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,1.3517437477906544,0.42258331179618835,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,1.2711519002914429,0.42795830965042114,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,1.223872775832812,0.43241676688194275,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,1.196098506450653,0.4306250214576721,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,1.142429456114769,0.4361667335033417,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,1.1014241476853688,0.43945837020874023,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,1.051602895061175,0.4415000081062317,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,1.006751462817192,0.44329163432121277,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.9694393749038378,0.44479167461395264,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.944993868470192,0.4455000162124634,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.8853085935115814,0.4477916955947876,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.858745572467645,0.44945836067199707,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.8233065952857336,0.4496249854564667,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.7969430014491081,0.4502499997615814,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.7602851465344429,0.45225000381469727,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.7365797410408655,0.4502500295639038,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.695225439965725,0.4540417194366455,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.6807774056990942,0.4518750309944153,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.652032752831777,0.4518333375453949,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.6274023627241453,0.4544167220592499,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.5978940005103747,0.4555000066757202,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.5729438848793507,0.4561251103878021,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.5539929792284966,0.45629173517227173,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.5271094602843126,0.45720839500427246,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
