iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.1080292264620464,0.32725003361701965,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.26844196595872444,0.3982917070388794,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.2200973636160294,0.4116250276565552,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.2890861669244866,0.4245416820049286,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.10103039513342083,0.4583333730697632,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.27464526511418325,0.45779162645339966,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.05665870251444479,0.48745834827423096,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.0307954108575359,0.5029584169387817,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.05785572338694086,0.5096250772476196,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.017319777708811063,0.5205000638961792,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.29452090997559327,0.5197083950042725,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.03182803028418372,0.5234166383743286,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.012471683944265047,0.5386666655540466,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.009753617535655698,0.5447916984558105,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.014242839359212667,0.5454167127609253,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.00917431126193454,0.549541711807251,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.008181085266793767,0.5532500743865967,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.0076847571569184465,0.5550000071525574,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.007235357576670746,0.5569583773612976,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.007474731440500666,0.5583750009536743,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.007452540080218266,0.5598750114440918,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.006403806890981893,0.5631667375564575,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.006277967807060729,0.5637500286102295,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.005761002151605983,0.565541684627533,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.005427942436654121,0.5671250820159912,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.006407726924711217,0.5670417547225952,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.005107388598844409,0.5692916512489319,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.004841628193389624,0.5700416564941406,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.004619880637619644,0.5724167823791504,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.004629128467058763,0.5734584331512451,24,4,500,1000,0.0,14,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
