iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,0.8025232677658399,0.3425416946411133,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
1,0.026849478716030717,0.41829168796539307,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
2,0.009789085345497975,0.4243750274181366,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
3,0.004886190698016435,0.4256250560283661,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
4,0.003440167560862998,0.42620837688446045,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
5,0.002614196273498237,0.42608338594436646,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
6,0.002068400969922853,0.4267916679382324,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
7,0.0017178926500491798,0.42587506771087646,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
8,0.0014520145196001977,0.4260833263397217,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
9,0.001282797587919049,0.4257500171661377,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
10,0.0011166328210189629,0.42600008845329285,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
11,0.0010043319052783772,0.4259999990463257,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
12,0.0009041346565936692,0.4262084364891052,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
13,0.0008402780125228068,0.42629167437553406,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
14,0.0007654510942908624,0.42629167437553406,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
15,0.0007034886269442117,0.42616671323776245,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
16,0.0006548619542930586,0.4267917275428772,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
17,0.000606397443334572,0.4257916808128357,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
18,0.0005810772005740242,0.4267500340938568,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
19,0.0005405771128910904,0.42712506651878357,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
20,0.0005099649230639139,0.42650002241134644,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
21,0.0004848276427461921,0.4268333911895752,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
22,0.00045932985934390064,0.4265000522136688,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
23,0.0004384712398556682,0.4265417456626892,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
24,0.0004160637411890396,0.42600005865097046,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
25,0.000402717653438837,0.4269166886806488,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
26,0.0003780926126637496,0.4258333444595337,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
27,0.00037250516591787647,0.4271250367164612,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
28,0.00035435932052981417,0.4272916913032532,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
29,0.00033911231366801076,0.42616674304008484,24,24,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
