iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.1402780711650848,0.3067083954811096,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.23892053806533417,0.3824584186077118,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.47268517517174286,0.37141674757003784,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.25257251303022105,0.40166670083999634,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.34827909727270406,0.4075416922569275,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.22324857061418393,0.4269583225250244,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.646956468001008,0.44350001215934753,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.03298761691742887,0.4687500596046448,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.07464287352437775,0.4675416946411133,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.022672357309299212,0.4840833842754364,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.06987289738996576,0.47874999046325684,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.0202256542397663,0.4892916679382324,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.013376232896310588,0.49504169821739197,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.035291690340576075,0.49283334612846375,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.011193157328913609,0.49808332324028015,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.011656715185381472,0.5007917284965515,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.03489738361289104,0.4984166622161865,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.009821346960961819,0.5042084455490112,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.009193136376173546,0.5043749809265137,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.00842939259018749,0.5066667199134827,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.014986887341365218,0.5055832862854004,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.008329543304474404,0.5065000653266907,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.007076284906361252,0.5090833902359009,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.007323170236001412,0.5102916955947876,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.006641716793334733,0.5099999904632568,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.0063035208149813116,0.5103332996368408,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.006000396349312116,0.5117083787918091,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.0057666820551579194,0.5115833878517151,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.005727552498380343,0.5130000710487366,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.005466933342783402,0.5124167203903198,24,8,500,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
