iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,0.9302447686592737,0.3243750035762787,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,0.029142320311317842,0.4242083728313446,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,0.011485750903375447,0.43187499046325684,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,0.00870120277007421,0.431875079870224,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,0.005983106578545024,0.4347916841506958,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,0.005186090381660809,0.43841665983200073,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,0.004631220411586885,0.44087502360343933,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,0.004223509109579027,0.4425416886806488,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,0.003960013389587402,0.4445417523384094,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,0.0037145070382393897,0.44662508368492126,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,0.0035059840981072434,0.44970840215682983,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,0.0033882330850853273,0.4513750970363617,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.0032207873300649226,0.45483338832855225,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.0032212525062883892,0.45754170417785645,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.0028953413808873543,0.4590417146682739,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.0027800753014162183,0.463541716337204,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.002668945526238531,0.46504172682762146,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.0025594305188860744,0.468999981880188,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.0024437790173882,0.47070837020874023,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.002295289848310252,0.47191667556762695,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.002266614823990191,0.4743750989437103,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.0025200057813587287,0.4763749837875366,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.0021428563001488024,0.47862499952316284,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.0020319817752654976,0.4804583489894867,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.0019412548863328993,0.48066675662994385,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.0018287300335941836,0.4830000102519989,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.001729735595290549,0.48495838046073914,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.0016652444852904107,0.48500001430511475,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.0015929763903841376,0.48733338713645935,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.0015228015933341037,0.48875004053115845,24,8,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
