iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,0.6698163958887259,0.3429487347602844,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,0.023577269399538636,0.4262821078300476,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,0.010579975283083817,0.4328926205635071,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,0.007166647488096108,0.4380008578300476,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,0.005612486197302739,0.44350963830947876,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,0.004711246700026095,0.4490184783935547,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,0.004158632839486624,0.45392632484436035,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,0.0037615935628612838,0.45773231983184814,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,0.0034848437644541264,0.4642428159713745,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,0.003253587744742011,0.4718549847602844,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,0.0029896971342774727,0.47836536169052124,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,0.00283557782919767,0.48497599363327026,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.0026533793716225773,0.4928886592388153,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.0025186180234110602,0.500400722026825,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.00237175973597914,0.505709171295166,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.002264372839514787,0.513521671295166,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.00213485939699846,0.5205329656600952,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.0020185132598271593,0.5261417627334595,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.001909038163527536,0.5326522588729858,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.001871851355341884,0.539463222026825,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.0017391785998673488,0.5455728769302368,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.0016814013603531446,0.5494791865348816,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.001584139361511916,0.5549880266189575,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.0014907775912433863,0.5599960684776306,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.0014554606459569186,0.5671074390411377,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.0013768486678600311,0.5709134340286255,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.0013265521896149342,0.5756210684776306,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.0012579686735989526,0.5775240659713745,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.0012739699547334264,0.5823317766189575,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.0011779428362691153,0.5866386890411377,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
