iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,0.8033289425075054,0.3450000286102295,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
1,0.019119904687007267,0.4374583959579468,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
2,0.0072677329105014605,0.44300004839897156,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
3,0.004409536816334973,0.4423333406448364,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
4,0.0030521759666347257,0.44325006008148193,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
5,0.0023684785216270634,0.44337499141693115,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
6,0.0018664795303872477,0.44337499141693115,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
7,0.001544122850949255,0.4423750340938568,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
8,0.001325155656862383,0.44412505626678467,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
9,0.0011657238064799458,0.4435001015663147,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
10,0.0010821070197077158,0.44408342242240906,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
11,0.000910830586993446,0.44425007700920105,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
12,0.0008302813391007172,0.44450002908706665,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
13,0.0007625161888427101,0.44466671347618103,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
14,0.0006931822451103168,0.4465833306312561,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
15,0.0006426646820424745,0.4452083706855774,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
16,0.000599916844900387,0.4451250433921814,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
17,0.0005522970774715456,0.4441666305065155,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
18,0.0005258165620034561,0.4449167251586914,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
19,0.0004898201890076356,0.4452083110809326,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
20,0.00046288534940686077,0.4451250433921814,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
21,0.00043803922380902804,0.44533342123031616,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
22,0.00041734833333369653,0.44550007581710815,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
23,0.000405736114771571,0.4451667070388794,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
24,0.00037851045150697854,0.44587501883506775,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
25,0.00036200593240209855,0.4466249942779541,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
26,0.00035029206264880486,0.44533342123031616,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
27,0.0003356488765954661,0.44541674852371216,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
28,0.0003236375196138397,0.44591665267944336,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
29,0.00031035137362778187,0.44587501883506775,24,4,500,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10,0.0
