iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.0816813881198566,0.31812500953674316,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.2861844329163432,0.4037083387374878,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.2943856103035311,0.41308337450027466,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.09611580629522602,0.45758336782455444,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.13915579253807664,0.460708349943161,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.1739041645390292,0.4582500159740448,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.08894093218259513,0.48524999618530273,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.07745499350130558,0.4989583492279053,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.057523803979468845,0.5078750848770142,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.025513655118023355,0.5166251063346863,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.018495862488634884,0.5280417203903198,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.26599018248574186,0.5170416831970215,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.015653027027534943,0.5359166860580444,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.01089390309061855,0.5447500944137573,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.013266543217469007,0.5457083582878113,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.018350612857223798,0.5475000739097595,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.009540111699607223,0.5531250238418579,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.008193136852545043,0.5576250553131104,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.007576109919076164,0.561333417892456,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.0074618143068316085,0.5621666312217712,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.006837164789127807,0.5640833377838135,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.006386798166204244,0.5669167041778564,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.006287618385006984,0.5683333873748779,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.005868797733758886,0.5681250691413879,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.005674534593708813,0.567833423614502,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.00559004140086472,0.5698333978652954,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.00525182190661629,0.5705416798591614,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.0050530037260614336,0.5714166760444641,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.015591095046450695,0.5694583654403687,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.004622762130262951,0.5729584097862244,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
