iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,0.9609208616117636,0.3162916898727417,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
1,0.03139170887880027,0.4193750321865082,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
2,0.011551915435120463,0.4241250455379486,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
3,0.00772496322557951,0.42762503027915955,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
4,0.006172168786482264,0.42870840430259705,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
5,0.005319584064030399,0.4310417175292969,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
6,0.00477131149576356,0.43383336067199707,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
7,0.004416579254514848,0.4360000491142273,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
8,0.004094526045567666,0.4387916922569275,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
9,0.0038028304697945714,0.4408333897590637,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
10,0.0036125781189184636,0.44325003027915955,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
11,0.00341270852368325,0.4461250901222229,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
12,0.003258817237413799,0.4484582841396332,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
13,0.003119874823217591,0.4516667127609253,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
14,0.0029666226473636925,0.45237502455711365,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
15,0.0028330596590725086,0.45612502098083496,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
16,0.0027339912485331297,0.45845839381217957,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
17,0.07785406595212407,0.4530000686645508,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
18,0.0029320476945334426,0.4619166851043701,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
19,0.0025461007317062467,0.4635416269302368,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
20,0.0023539967563313744,0.465999960899353,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
21,0.0022482957817070806,0.46954163908958435,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
22,0.002134822245958882,0.4699583649635315,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
23,0.002015101747626128,0.47187501192092896,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
24,0.0019329311859716352,0.47391676902770996,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
25,0.0018722284294199198,0.4754583537578583,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
26,0.0017842117570883904,0.4781249761581421,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
27,0.0017243163068390761,0.47933337092399597,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
28,0.0016485577701435734,0.48095840215682983,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
29,0.0015646128207057093,0.4817917048931122,24,24,500,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10,0.01
