iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_S,algo_R
0,117.932915,119.1812515258789,9.618989944458008,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
1,110.44328,113.61367797851562,9.099690437316895,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
2,103.53842,108.01022338867188,8.587210655212402,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
3,97.18661,103.08137512207031,8.133058547973633,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
4,90.88332,98.09040069580078,7.693736553192139,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
5,85.60903,93.90575408935547,7.310359954833984,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
6,80.405846,89.68630981445312,6.927494525909424,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
7,75.76218,85.78710174560547,6.570891857147217,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
8,71.33001,82.05099487304688,6.231377124786377,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
9,66.999,78.42874908447266,5.895963191986084,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
10,63.02982,75.2643051147461,5.618232727050781,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
11,59.37418,72.12353515625,5.345346927642822,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
12,56.013985,69.02424621582031,5.0745391845703125,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
13,52.887325,66.31608581542969,4.838859558105469,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
14,49.99914,63.638999938964844,4.6052961349487305,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
15,47.275288,61.109352111816406,4.391401290893555,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
16,44.719185,58.83755874633789,4.201639652252197,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
17,42.33919,56.65217590332031,4.018107891082764,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
18,40.03803,54.47797393798828,3.831477165222168,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
19,37.932865,52.47062301635742,3.6671626567840576,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
20,35.964256,50.54466247558594,3.5075929164886475,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
21,34.11731,48.76380920410156,3.3708860874176025,3,150,10,500,10,0.0,1.5,10,False,0.01,30,1500
