iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,80.09232313791911,8.600306510925293,89.45896911621094,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
1,63.76944694519043,7.467851638793945,77.73239135742188,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
2,50.91975258509318,6.544374465942383,68.18881225585938,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
3,40.941187661488854,5.727549076080322,59.74378967285156,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
4,33.52907886505127,5.094054698944092,53.12047576904297,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
5,27.621592655181885,4.545829772949219,47.462886810302734,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
6,22.91939481417338,4.091712951660156,42.79149627685547,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
7,19.234816131591796,3.70442271232605,38.768150329589844,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
8,16.139281969070435,3.3305160999298096,34.92284393310547,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
9,13.742687726020813,3.0020394325256348,31.56832504272461,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
10,11.800087755521139,2.744611978530884,28.90117835998535,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
11,10.239933412869771,2.5054492950439453,26.462831497192383,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
12,8.796811050573984,2.283212900161743,24.198650360107422,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
13,7.822519158522288,2.1160945892333984,22.47467613220215,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
14,6.844554169178009,1.9602841138839722,20.82312774658203,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
15,5.99437177101771,1.8050732612609863,19.225549697875977,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
16,5.401136316458384,1.6948044300079346,18.074941635131836,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
17,4.78456659913063,1.567613959312439,16.79435157775879,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
18,4.310919030110042,1.4560399055480957,15.627134323120117,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
19,3.9313750084241232,1.3535817861557007,14.55691909790039,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
20,3.584812943736712,1.2793742418289185,13.777521133422852,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
21,3.3222872519493105,1.2156658172607422,13.098992347717285,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
22,3.0654966775576273,1.1466715335845947,12.329716682434082,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
23,2.8114319137732187,1.071073293685913,11.527997970581055,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
24,2.6233799278736116,1.0215109586715698,10.987788200378418,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
25,2.4938640894492465,0.9700341820716858,10.501832008361816,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
26,2.3485962812105816,0.9236103296279907,10.010631561279297,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
27,2.1840400197108587,0.8748833537101746,9.497570991516113,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
28,2.058658143877983,0.8347715735435486,9.095212936401367,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
29,1.9295478030045827,0.7918537855148315,8.646889686584473,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
