iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,80.79161281585694,8.642814636230469,89.98445892333984,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
1,64.25885508219402,7.545203685760498,78.61970520019531,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
2,51.718726793924965,6.634709358215332,69.12615203857422,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
3,41.90183665593465,5.873910903930664,61.17051696777344,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
4,33.961724557876586,5.168819904327393,53.90744400024414,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
5,28.02721827507019,4.610650539398193,48.14812088012695,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
6,23.287658240000408,4.110000133514404,42.95878219604492,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
7,19.415575148264566,3.698376178741455,38.71663284301758,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
8,16.311446892420452,3.3410301208496094,35.01013946533203,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
9,13.905865585009257,3.044285774230957,31.983474731445312,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
10,11.838206055959066,2.7599878311157227,29.03310203552246,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
11,10.305840080579122,2.5459465980529785,26.780540466308594,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
12,8.895188646316528,2.3254501819610596,24.511728286743164,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
13,7.790380442142487,2.130307912826538,22.532506942749023,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
14,6.877204766273499,1.981523036956787,20.9965877532959,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
15,6.0070777821540835,1.822466492652893,19.371828079223633,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
16,5.323886094093322,1.6846622228622437,17.992277145385742,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
17,4.833116437594096,1.5749810934066772,16.870840072631836,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
18,4.348468157450358,1.4617666006088257,15.690051078796387,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
19,3.927908922036489,1.3586827516555786,14.681380271911621,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
20,3.62110923687617,1.284161925315857,13.884032249450684,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
21,3.3035254746675493,1.195380687713623,12.977843284606934,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
22,3.0059576733907063,1.11090087890625,12.131612777709961,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
23,2.8157340969642,1.050796389579773,11.509575843811035,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
24,2.6240066868066787,0.9968088865280151,10.964859962463379,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
25,2.457873875796795,0.9473413228988647,10.464476585388184,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
26,2.2686578663190207,0.8918800950050354,9.889557838439941,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
27,2.1252733657757443,0.8435153365135193,9.363648414611816,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
28,1.9860746596256893,0.8057623505592346,8.936868667602539,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
29,1.883952648838361,0.7684669494628906,8.539393424987793,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
30,1.78653045942386,0.7291486263275146,8.15507698059082,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
31,1.7014410863320033,0.6961541175842285,7.8334269523620605,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
32,1.5971492699782053,0.6585843563079834,7.4829792976379395,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
33,1.5362288085619609,0.6412075757980347,7.250768184661865,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
34,1.4874934296806652,0.6159117221832275,7.029221534729004,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
35,1.4362334627906481,0.5971508026123047,6.815167427062988,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
36,1.4221418728431066,0.5886111855506897,6.66373348236084,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
37,1.3779786661267281,0.5675356984138489,6.4385857582092285,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
38,1.3367491158843041,0.5489397644996643,6.203505039215088,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
39,1.284372670253118,0.5286871790885925,5.975926876068115,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
40,1.2565306696295737,0.51984041929245,5.8580803871154785,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
41,1.2084392858544986,0.5006822943687439,5.626143932342529,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
42,1.2299433255195618,0.49866217374801636,5.602080821990967,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
43,1.2074346978465715,0.4906931221485138,5.518414497375488,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
44,1.1505373037854831,0.4665727913379669,5.2746806144714355,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
45,1.1207218043506146,0.45796993374824524,5.178301811218262,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
46,1.1044455000261466,0.4480034410953522,5.12228536605835,3,150,10,500,10,0.0,0.5,False,10,False,0.01,,5,300,2
