iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,88.33150395711263,8.632758140563965,97.31444549560547,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
1,70.4345074335734,7.534331321716309,85.20902252197266,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
2,56.37401140848795,6.572859764099121,74.64677429199219,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
3,45.690306466420495,5.78179931640625,66.07073974609375,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
4,37.38684392929077,5.1669769287109375,59.13252639770508,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
5,31.066608928044637,4.639822006225586,53.18061828613281,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
6,25.80489942550659,4.1776814460754395,47.81729507446289,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
7,21.802007389068603,3.7852213382720947,43.46250915527344,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
8,18.468070259094237,3.452972412109375,39.62208938598633,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
9,15.931512316068014,3.2004053592681885,36.62160873413086,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
10,14.006379518508911,2.9701313972473145,33.97745895385742,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
11,12.338849287033081,2.7563087940216064,31.531526565551758,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
12,10.758193222681681,2.551149368286133,29.2491455078125,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
13,9.57686001221339,2.38132643699646,27.40195655822754,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
14,8.551716251770655,2.2374038696289062,25.752458572387695,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
15,7.659472987651825,2.0916409492492676,24.020761489868164,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
16,6.903442831436793,1.9945957660675049,22.780160903930664,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
17,6.225816826423009,1.8964837789535522,21.56293296813965,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
18,5.719866868257522,1.7988812923431396,20.428564071655273,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
19,5.200092264811198,1.6876856088638306,19.20327377319336,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
20,4.884356198310852,1.6327564716339111,18.395462036132812,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
21,4.53382084886233,1.5398986339569092,17.393695831298828,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
22,4.231345317363739,1.4936062097549438,16.770843505859375,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
23,4.0047604366143545,1.432916283607483,16.006441116333008,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
24,3.7975101371606192,1.388327717781067,15.507648468017578,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
25,3.601877723932266,1.339009165763855,14.977826118469238,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
26,3.424254770874977,1.2910077571868896,14.47341537475586,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
27,3.237346047759056,1.2491061687469482,13.876996994018555,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
28,3.074834343791008,1.2179296016693115,13.501622200012207,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
29,2.92649889032046,1.192299246788025,13.108671188354492,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
30,2.8288386742273968,1.17233145236969,12.822052001953125,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
31,2.697587717175484,1.1187691688537598,12.29285717010498,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
32,2.6165890779097873,1.094999074935913,11.966781616210938,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
33,2.5480657905340194,1.086110234260559,11.766310691833496,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
34,2.4575797297557194,1.0712223052978516,11.58926010131836,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
35,2.3477646072705585,1.036768913269043,11.2172269821167,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
36,2.252564487059911,1.0051690340042114,10.836186408996582,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
37,2.1920700482527415,1.0022140741348267,10.633808135986328,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
38,2.1358607719341913,0.9966604709625244,10.381478309631348,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
39,2.059981033404668,0.9784225821495056,10.14698600769043,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
40,2.0173565115531287,0.9535509347915649,9.914306640625,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
41,1.975437345902125,0.9326165914535522,9.739143371582031,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
42,1.9100551929076512,0.9243114590644836,9.469135284423828,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
43,1.9283866104483605,0.9217602610588074,9.43753719329834,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
44,1.893735360900561,0.9141867160797119,9.346060752868652,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
45,1.8401095515489578,0.891696572303772,9.097430229187012,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
46,1.798989806373914,0.8970144987106323,9.081524848937988,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
47,1.7680907070636749,0.8840731978416443,9.005813598632812,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
48,1.7495194298028947,0.8729438781738281,8.852768898010254,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
49,1.7546398817499478,0.8758321404457092,8.874092102050781,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
50,1.7193685424327851,0.861955463886261,8.767633438110352,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
51,1.68692524711291,0.8501721620559692,8.603880882263184,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
52,1.6725183355808257,0.840761125087738,8.416925430297852,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
53,1.6413530176877975,0.8303208351135254,8.277085304260254,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
54,1.6905614213148752,0.8481777310371399,8.232693672180176,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
55,1.6625431019067765,0.8443261384963989,8.14643669128418,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
56,1.633079935113589,0.8485425114631653,8.066279411315918,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
57,1.5988142651319504,0.8582180738449097,8.053764343261719,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
58,1.5938419648011526,0.8516314625740051,7.962080478668213,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
59,1.577193532983462,0.8439715504646301,7.929272651672363,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
60,1.5978018821279207,0.8395742774009705,7.895101070404053,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
61,1.581604741215706,0.8348883390426636,7.7792768478393555,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
62,1.5739129744966824,0.8362160921096802,7.850498199462891,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
63,1.5719316485524177,0.83221036195755,7.77412223815918,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
64,1.5626448305447895,0.8328906893730164,7.8100433349609375,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
65,1.5600274389982223,0.8389241695404053,7.813240051269531,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
66,1.5443571648995083,0.8334789872169495,7.748663902282715,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
67,1.5505290720860163,0.8358423113822937,7.752051830291748,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
68,1.5146561048428218,0.8250988721847534,7.623597145080566,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
69,1.4952513014276823,0.8133173584938049,7.567686557769775,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
70,1.5198583733042081,0.8139858245849609,7.66892671585083,3,150,10,500,10,0.0,1.0,False,10,False,0.01,,5,300,2
