iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.8983278771241505,0.29104170203208923,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
1,1.5775834619998932,0.3474167287349701,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
2,1.4000892440478008,0.3749583661556244,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
3,1.266307219862938,0.39854174852371216,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
4,1.1458552877108257,0.4116250276565552,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
5,1.0749295800924301,0.40912505984306335,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
6,0.9586290121078491,0.43033337593078613,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
7,0.8844719876845678,0.44070836901664734,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
8,0.7959336464603742,0.4388750195503235,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
9,0.7651327153046926,0.44687506556510925,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
10,0.6734485204021136,0.45616668462753296,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
11,0.652556208272775,0.4501250386238098,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
12,0.6073038714627425,0.45008334517478943,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
13,0.5610637242595354,0.46150004863739014,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
14,0.4907719815770785,0.4747917056083679,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
15,0.47124823555350304,0.47204169631004333,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
16,0.4153790349761645,0.48154163360595703,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
17,0.415847926090161,0.47858333587646484,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
18,0.3524694287528594,0.48504161834716797,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
19,0.36207224366565544,0.48779165744781494,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
20,0.3326759897172451,0.48870837688446045,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
21,0.3204948405424754,0.484458327293396,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
22,0.2975558042526245,0.48562508821487427,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
23,0.3109852646787961,0.4902082681655884,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
24,0.2711172789956133,0.4985833764076233,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
25,0.24983770679682493,0.5019582509994507,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
26,0.21544094352672497,0.5109583735466003,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
27,0.17492331905911365,0.512791633605957,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
28,0.18951659960051379,0.515125036239624,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
29,0.15879902429878712,0.5241250395774841,24,3,500,1000,8,"(3, 32, 32)",10,0.01,0.99,8,30,1
