iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.2669917593399684,0.37287506461143494,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
1,0.8201486716667811,0.41700005531311035,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
2,0.5222340251008669,0.445499986410141,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
3,0.38281695172190666,0.46537503600120544,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
4,0.3074139980599284,0.49033331871032715,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
5,0.24794820820291838,0.48766669631004333,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
6,0.28678543275843066,0.48795831203460693,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
7,0.23665850966547927,0.4944167137145996,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
8,0.16342120664194226,0.5083750486373901,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
9,0.1082294046257933,0.5247916579246521,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
10,0.08999491525658716,0.5307084321975708,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
11,0.1137841041975965,0.527958333492279,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
12,0.0752862054699411,0.5351250171661377,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
13,0.10396879403075825,0.5329583883285522,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
14,0.0646824404442062,0.5394583940505981,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
15,0.1291485246620141,0.5294584035873413,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
16,0.10491876798914745,0.5327084064483643,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
17,0.03634179335009927,0.548791766166687,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
18,0.08638739451998845,0.5379583835601807,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
19,0.042877575188564755,0.5460833311080933,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
20,0.07922323311989506,0.5375833511352539,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
21,0.0591830018577942,0.5439584255218506,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
22,0.03804744275597235,0.5498334169387817,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
23,0.04197447145512948,0.5546666979789734,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
24,0.02966935413617951,0.5622082948684692,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
25,0.041646890002690874,0.5577917098999023,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
26,0.04657037519306565,0.5580000281333923,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
27,0.012805402647548666,0.561916708946228,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
28,0.051960449326240145,0.5531250834465027,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
29,0.04294677378493361,0.5562083721160889,24,4,500,1000,14,"(3, 32, 32)",10,0.01,0.99,8,30,5
