iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.7831963698069254,0.4385000467300415,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.39891084594031173,0.48341667652130127,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.2249531795581182,0.5070416927337646,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.17952925308297077,0.5102083683013916,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.11904730554670095,0.5261249542236328,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.12442516574325661,0.5270833969116211,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.0967989289201796,0.5295833349227905,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.15414342000925293,0.517958402633667,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.09235191341334333,0.5325000286102295,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.1010815644597945,0.5313334465026855,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.06122743980571007,0.5406666994094849,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.0520902342783908,0.5441667437553406,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.044908115543269865,0.5473333597183228,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.03880079606703172,0.5503333806991577,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.03400125233262467,0.5469167232513428,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.06497748786932789,0.545916736125946,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.013972635201450126,0.5580417513847351,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.022561705113427404,0.5594167113304138,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.036913353566584796,0.5526250600814819,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.029934074147604406,0.5595417022705078,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.04771164856113804,0.5539166927337646,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.056222179135753926,0.5532500743865967,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.006706566268500562,0.5630833506584167,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.013891245941825522,0.5619583129882812,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.022949684721728165,0.561750054359436,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.012537367045297287,0.5617501735687256,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.03990920755071178,0.5623334050178528,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.007324477242946159,0.567750096321106,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.041848799077949174,0.5582083463668823,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.04443133482224463,0.5553333759307861,24,4,500,1000,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
