iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.886118824283282,0.2971755266189575,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
1,1.5315838009119034,0.36909055709838867,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
2,1.3593815664450328,0.389723539352417,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
3,1.2190325607856114,0.4075521230697632,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
4,1.0878453627228737,0.4305889308452606,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
5,0.990255114932855,0.4370993375778198,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
6,0.903640478849411,0.4516226053237915,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
7,0.819542703529199,0.44521236419677734,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
8,0.7372312943140665,0.46885013580322266,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
9,0.6789994190136591,0.46975159645080566,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
10,0.6176440144578615,0.4814704358577728,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
11,0.57173869262139,0.4850761294364929,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
12,0.5352989075084528,0.4793669879436493,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
13,0.5052899507184824,0.483974426984787,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
14,0.4640278493364652,0.491786926984787,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
15,0.4224858296414216,0.491286039352417,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
16,0.41239265352487564,0.4932892918586731,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
17,0.36365300851563614,0.5027043223381042,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
18,0.3305087989817063,0.5094151496887207,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
19,0.3330061553666989,0.5062099695205688,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
20,0.30374975750843686,0.5114182829856873,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
21,0.27915432304143906,0.5184295177459717,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
22,0.27207626091937226,0.5079127550125122,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
23,0.25333205486337346,0.5221354961395264,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
24,0.2435551043599844,0.520432710647583,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
25,0.23304308454195657,0.5332532525062561,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
26,0.19617497082799673,0.5343550443649292,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
27,0.19142560722927252,0.5391626954078674,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
28,0.16277776720623174,0.5316506624221802,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
29,0.1797222038730979,0.5350561738014221,24,1,500,1000,0,"(3, 32, 32)",10,0.01,0.99,8,30,1
