iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.923824965953827,0.27900001406669617,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
1,1.5980630815029144,0.3501250445842743,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
2,1.4364045013984044,0.37762507796287537,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
3,1.2855533709128697,0.39495834708213806,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
4,1.1818507810433705,0.3997083604335785,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
5,1.0801443954308827,0.4090000092983246,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
6,0.9782488693793615,0.4242916703224182,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
7,0.9477940772970518,0.4177916944026947,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
8,0.8944228539864222,0.4204583168029785,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
9,0.7828627849618593,0.43404167890548706,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
10,0.7335026239355406,0.4426250159740448,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
11,0.6603344542284807,0.44541674852371216,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
12,0.6604364924132824,0.44058331847190857,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
13,0.587440799921751,0.4407500624656677,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
14,0.5249799850086371,0.4591250419616699,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
15,0.5530307379861673,0.4542500376701355,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
16,0.49789578715960187,0.4577917456626892,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
17,0.44102033972740173,0.46279168128967285,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
18,0.3860705743233363,0.4700416922569275,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
19,0.4129242884616057,0.4714166820049286,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
20,0.3672325213750203,0.4774167537689209,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
21,0.3527026443431775,0.4788750112056732,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
22,0.3510158670445283,0.4735417366027832,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
23,0.2970130642255147,0.4812500476837158,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
24,0.292269391939044,0.4867917001247406,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
25,0.25407315511256456,0.4923750162124634,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
26,0.28853007157643634,0.4717499911785126,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
27,0.22755708855887255,0.4907916784286499,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
28,0.22766829064736763,0.49512502551078796,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
29,0.17596653134872517,0.5013333559036255,24,4,500,1000,12,"(3, 32, 32)",10,0.01,0.99,8,30,1
