iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.9019383788108826,0.2958183288574219,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
1,1.53945325811704,0.3643457293510437,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
2,1.3624507039785385,0.38405364751815796,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
3,1.2270031124353409,0.40846335887908936,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
4,1.099172092974186,0.42316922545433044,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
5,1.0101785560448964,0.42767104506492615,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
6,0.9269979943831762,0.43862539529800415,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
7,0.8224411134918531,0.4488295912742615,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
8,0.7589713260531425,0.4603841006755829,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
9,0.7163415849208832,0.45673272013664246,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
10,0.6497925346096357,0.4663865268230438,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
11,0.5771601622303327,0.4684373140335083,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
12,0.5326005617777506,0.4754902124404907,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
13,0.5053094774484634,0.4728390872478485,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
14,0.4847334089378516,0.4727391004562378,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
15,0.4377887000640233,0.48134252429008484,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
16,0.435866745809714,0.47508999705314636,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
17,0.3850099394718806,0.4855942726135254,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
18,0.33585940301418304,0.5029011368751526,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
19,0.3290457719316085,0.4983993470668793,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
20,0.322840125610431,0.4935973882675171,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
21,0.2780741372456153,0.4999999701976776,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
22,0.2873291627814372,0.5073529481887817,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
23,0.25812662206590176,0.5083032846450806,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
24,0.2517870916053653,0.5110043287277222,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
25,0.24289190582931042,0.5123549103736877,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
26,0.2335759804894527,0.5189075469970703,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
27,0.18585478669653335,0.5231592655181885,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
28,0.18667579255998135,0.5260604619979858,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
29,0.1786481604600946,0.5279611945152283,24,2,500,1000,4,"(3, 32, 32)",10,0.01,0.99,8,30,1
