iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.6037019342184067,0.33250007033348083,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
1,1.265268976489703,0.3922916650772095,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
2,1.0517915884653728,0.41587504744529724,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
3,0.8898820628722509,0.43150007724761963,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
4,0.7558791413903236,0.4426250159740448,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
5,0.6438246803979079,0.44833338260650635,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
6,0.5496153347194195,0.45212501287460327,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
7,0.5078644392391046,0.45770835876464844,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
8,0.4563878613213698,0.46012502908706665,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
9,0.37099826832612354,0.4765833616256714,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
10,0.3165909502034386,0.4789167046546936,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
11,0.3098508398979902,0.4842917323112488,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
12,0.22393099622180065,0.4943333864212036,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
13,0.2718822465588649,0.4930417239665985,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
14,0.22837817280863723,0.4912916421890259,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
15,0.21340406499803066,0.5047500133514404,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
16,0.19092741825928292,0.5057917833328247,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
17,0.15353499740983048,0.5142917037010193,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
18,0.10817864754547675,0.5221250057220459,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
19,0.13921176424870887,0.5157084465026855,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
20,0.14638625582059225,0.515666663646698,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
21,0.17996977463675043,0.5117083191871643,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
22,0.12867463139506677,0.5270000100135803,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
23,0.10232041551110645,0.5365417003631592,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
24,0.11956217186525464,0.5295833945274353,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
25,0.07637315425866593,0.5332499742507935,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
26,0.09385558892972767,0.5377916097640991,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
27,0.058305764299196504,0.5447083711624146,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
28,0.09234105042802791,0.5362083911895752,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
29,0.05658868541164944,0.5461251139640808,24,4,500,1000,13,"(3, 32, 32)",10,0.01,0.99,8,30,2
