iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.6917310704787573,0.453125,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.2583890588333209,0.48707935214042664,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.17554271997263035,0.5059095025062561,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.12442287825979292,0.5177283883094788,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.14102023063848415,0.5237379670143127,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.07913349052735914,0.5352563858032227,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.06754167952264349,0.5377604365348816,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.06340719107538462,0.5413662195205688,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.044584550914199404,0.5533854365348816,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.034208742717358596,0.5499800443649292,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.0482548878256542,0.5581931471824646,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.028806102597930778,0.5553886890411377,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.022841917011343565,0.5547876954078674,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.02180509898850384,0.5666066408157349,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.0249877360862835,0.5609976053237915,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.029354013250364613,0.5686098337173462,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.015620155919653675,0.562900722026825,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.01641120205264694,0.5669071078300476,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.024858693378822256,0.5695112943649292,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.013441983367859697,0.5696114301681519,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.014984653782448731,0.5671074390411377,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.010535856621572748,0.5728166103363037,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.003461472369963303,0.5746194124221802,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.002641577297860446,0.5754206776618958,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.006524707704860096,0.5727163553237915,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.01852651526860427,0.5791267156600952,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.004417322556643437,0.5740184783935547,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.012332823360338807,0.5771235227584839,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.009029849335396042,0.5803285837173462,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.003985580267908517,0.5829327702522278,24,1,500,1000,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
