iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.5857620735963185,0.34103643894195557,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
1,1.248786876598994,0.4006102681159973,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
2,1.0255190978447597,0.42572021484375,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
3,0.845818837483724,0.4409763813018799,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
4,0.7185022706786791,0.4471789002418518,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
5,0.5838238882521788,0.46843740344047546,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
6,0.5166775248944759,0.46568629145622253,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
7,0.46362534041206044,0.4776410460472107,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
8,0.4105604278544585,0.4811924695968628,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
9,0.35166505351662636,0.4894457459449768,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
10,0.2604553550481796,0.4969988465309143,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
11,0.2468725604315599,0.49879950284957886,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
12,0.2776924225812157,0.49994999170303345,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
13,0.283807377020518,0.49779900908470154,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
14,0.172831354662776,0.5189575552940369,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
15,0.16927238429586092,0.524459719657898,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
16,0.14787127713983259,0.5269107818603516,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
17,0.13143350649625063,0.5285614728927612,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
18,0.1322088191906611,0.5349140167236328,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
19,0.11183837506299217,0.5388155579566956,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
20,0.11789256311021745,0.5388655662536621,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
21,0.08410406337740521,0.5486194491386414,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
22,0.09407047174560527,0.5487194657325745,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
23,0.11000300222076476,0.5460184216499329,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
24,0.06406646640971303,0.5567727088928223,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
25,0.05609342948688815,0.5630751252174377,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
26,0.08203326631337404,0.5601740479469299,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
27,0.08234933301961671,0.5554222464561462,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
28,0.07804575158903997,0.55802321434021,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
29,0.055598519664878644,0.5601740479469299,24,2,500,1000,5,"(3, 32, 32)",10,0.01,0.99,8,30,2
