iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.1483517438173294,0.4136154353618622,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
1,0.7144026607275009,0.4452281594276428,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
2,0.4357908722013235,0.4801420569419861,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
3,0.3055054896200697,0.4862444996833801,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
4,0.2107525922668477,0.5050520300865173,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
5,0.22069646883755922,0.5137555003166199,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
6,0.1402980013905714,0.5306621789932251,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
7,0.10254357483548422,0.5337135791778564,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
8,0.10627646682163079,0.534864068031311,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
9,0.11169483504878978,0.5402161478996277,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
10,0.10612333697887759,0.5422168970108032,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
11,0.08233379033238937,0.5554221868515015,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
12,0.04998673925486704,0.5581232905387878,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
13,0.05909689348967125,0.5559223890304565,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
14,0.04202171905975168,0.5671268701553345,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
15,0.031329213350545615,0.5642257332801819,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
16,0.0354651243542321,0.5627250671386719,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
17,0.04277405410539359,0.566476583480835,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
18,0.018860753159970045,0.5707283020019531,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
19,0.04825083781421805,0.5634254217147827,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
20,0.021290342245871823,0.5727291107177734,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
21,0.02741178048502964,0.5712285041809082,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
22,0.020505903182007994,0.5741296410560608,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
23,0.029224313261996333,0.5744297504425049,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
24,0.019349024097512785,0.5774309635162354,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
25,0.009356409485917538,0.5811324119567871,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
26,0.04090281624424582,0.5732793807983398,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
27,0.011922645523251655,0.577180802822113,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
28,0.011463833720578501,0.579481840133667,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
29,0.029528681450756267,0.5807322859764099,24,2,500,1000,6,"(3, 32, 32)",10,0.01,0.99,8,30,5
