iter,algo_R_local_0.0_mean,algo_R_local_0.0_upper,algo_R_local_0.0_lower,algo_R_local_1.0_mean,algo_R_local_1.0_upper,algo_R_local_1.0_lower,algo_R_local_3.0_mean,algo_R_local_3.0_upper,algo_R_local_3.0_lower,algo_R_local_5.0_mean,algo_R_local_5.0_upper,algo_R_local_5.0_lower
58,0.5695810675621032,0.5713622729946728,0.5677998621295337,0.2863746047019958,0.28768796811041186,0.2850612412935798,0.233583989739418,0.2345676500770134,0.23260032940182257,0.2355801478028297,0.23636889569783795,0.23479139990782147
59,0.5453540861606598,0.5468995074784397,0.5438086648428799,0.275959312915802,0.27717250890531625,0.27474611692628775,0.22776760607957836,0.22872249118370847,0.22681272097544825,0.2310309365391731,0.23184430838434494,0.23021756469400123
60,0.5233102679252625,0.5247252671913689,0.521895268659156,0.26654828190803526,0.2677857850374204,0.2653107787786501,0.22251089215278622,0.22349986268958244,0.22152192161599,0.2269429713487625,0.22764495329250406,0.22624098940502096
61,0.5015546381473541,0.5028439752285296,0.5002653010661786,0.2568145960569382,0.25789541349850503,0.25573377861537133,0.21708667427301406,0.21805060129283355,0.21612274725319458,0.22278594672679902,0.22345994771952754,0.2221119457340705
62,0.4809222102165222,0.4821300334408204,0.479714386992224,0.24860721379518508,0.24961106668849325,0.2476033609018769,0.21244142651557923,0.21342167531540243,0.21146117771575604,0.21918621063232419,0.21989274490163097,0.2184796763630174
63,0.4612964689731598,0.4623923779514984,0.4602005599948212,0.24033762961626048,0.24127182604639602,0.23940343318612495,0.20819124728441238,0.20917784355421834,0.20720465101460642,0.21553552895784378,0.21625199618427474,0.21481906173141282
64,0.44242972433567046,0.4434855104892654,0.44137393818207554,0.23242368847131725,0.23336374080292235,0.23148363613971215,0.20424043089151384,0.20515292749436537,0.2033279342886623,0.21213270872831344,0.2128153007351158,0.2114501167215111
65,0.42410860359668734,0.42510180764170036,0.4231153995516743,0.2245844155550003,0.22546599140570162,0.223702839704299,0.19998821914196013,0.20082658583618984,0.19914985244773042,0.20881228595972062,0.2094198136499382,0.20820475826950305
66,0.4067416191101074,0.4077670423266959,0.4057161958935189,0.21780301779508587,0.218620109928821,0.21698592566135075,0.19616083502769469,0.19698318555193947,0.1953384845034499,0.20591176897287364,0.20652981958070346,0.20529371836504381
67,0.3907120794057846,0.391622103786362,0.38980205502520726,0.21138007789850236,0.21212368971221393,0.21063646608479078,0.19296180456876752,0.19384206475486368,0.19208154438267136,0.20302285403013226,0.2037051338470037,0.20234057421326082
68,0.37553651332855226,0.3764260695387627,0.37464695711834184,0.2055463925004005,0.2062341573246307,0.20485862767617027,0.18974436223506924,0.19065315696450974,0.18883556750562874,0.20052926987409592,0.20112992456837211,0.19992861517981972
69,0.36100938618183137,0.36193573542758023,0.3600830369360825,0.19979609847068786,0.20056875483945213,0.19902344210192358,0.18662325739860533,0.18749365452847033,0.18575286026874033,0.19800579994916914,0.19855075305873043,0.19746084683960785
70,0.34704540073871615,0.34800195645118176,0.34608884502625054,0.194180653989315,0.19496509128534126,0.19339621669328874,0.18329783231019975,0.18409865779455856,0.18249700682584094,0.1955209136009216,0.19609820734998948,0.19494361985185374
71,0.333338138461113,0.3342505330212941,0.3324257439009319,0.18863382786512373,0.18946396983694744,0.18780368589330002,0.1801955789327621,0.1809525018874766,0.17943865597804762,0.1929008230566978,0.1935268282378378,0.19227481787555784
72,0.3208206295967102,0.3217345794236614,0.319906679769759,0.1841081842780113,0.18499056461756352,0.18322580393845905,0.17754728496074673,0.17826538122542807,0.1768291886960654,0.19104023128747938,0.19162496551043975,0.190455497064519
73,0.3089231848716736,0.30984940073111267,0.3079969690122345,0.1797668620944023,0.18060285157241493,0.17893087261638965,0.17484018504619597,0.1755595146619975,0.17412085543039443,0.18924126476049424,0.18988490984136985,0.18859761967961863
74,0.2975326418876648,0.2983099928109058,0.2967552909644238,0.17558416724205014,0.17641040375684608,0.1747579307272542,0.172594578564167,0.1732826360181641,0.17190652111016988,0.18732152283191678,0.18786476820178158,0.18677827746205197
75,0.28634169697761536,0.2870585415490624,0.2856248524061683,0.1713992729783058,0.17219015183442396,0.17060839412218762,0.17013750970363614,0.17084378372331485,0.16943123568395743,0.1851966023445129,0.18573343627533384,0.18465976841369197
76,0.27621971666812895,0.27696959243795366,0.27546984089830423,0.1675692647695541,0.16831130447095558,0.16682722506815265,0.16796366870403287,0.1686408052597276,0.16728653214833814,0.18340048789978022,0.18389349340018876,0.18290748239937168
77,0.26687478125095365,0.2675495745365024,0.2661999879654049,0.16364462077617642,0.16434991066101726,0.16293933089133558,0.16578199118375775,0.16639104177328196,0.16517294059423354,0.18179797530174252,0.18224902610947982,0.18134692449400522
78,0.2571810811758041,0.25788548997880756,0.2564766723728007,0.16036009192466733,0.16102699627715306,0.1596931875721816,0.1636583507061004,0.1642143701797448,0.16310233123245602,0.1799340531229973,0.18037793875395236,0.17949016749204222
79,0.24829607903957368,0.24908113059127798,0.24751102748786938,0.15739651322364806,0.15801383064046642,0.1567791958068297,0.16172631978988647,0.16225653686952585,0.1611961027102471,0.17835926711559294,0.17881656763603487,0.177901966595151
80,0.23945861905813218,0.2402481697534718,0.23866906836279256,0.15433369576930997,0.15487955228152084,0.1537878392570991,0.15985206812620162,0.16033096566762642,0.15937317058477682,0.17664010673761366,0.177121844203966,0.1761583692712613
81,0.23149757534265514,0.23222510525090803,0.23077004543440224,0.15131460726261137,0.1519329128844396,0.15069630164078313,0.1581214442849159,0.158616826968545,0.15762606160128678,0.17507511079311366,0.17559577424261563,0.1745544473436117
82,0.22324929684400555,0.22395796329468606,0.22254063039332503,0.14834157675504683,0.14893955973613554,0.14774359377395813,0.15659680813550947,0.15715132584395097,0.15604229042706796,0.1738243356347084,0.17435108384404951,0.17329758742536727
83,0.21616147160530086,0.21684353894939307,0.21547940426120865,0.14572667032480235,0.14638319598647462,0.1450701446631301,0.15539921224117276,0.1560096359882877,0.1547887884940578,0.1725958615541458,0.17306973980425008,0.17212198330404152
84,0.20917821079492566,0.2097777774628674,0.2085786441269839,0.1433736741542816,0.1439190162706773,0.1428283320378859,0.15402288585901255,0.1545757992923442,0.15346997242568092,0.17141281366348265,0.17186561000012207,0.17096001732684324
85,0.20236594974994654,0.2029571600902759,0.20177473940961718,0.14097609519958493,0.14150928745816332,0.14044290294100653,0.15255229771137238,0.15311347439859402,0.15199112102415074,0.1701799929141998,0.17062076504367313,0.16973922078472647
86,0.1960819289088249,0.19678472973278635,0.19537912808486343,0.13881339281797406,0.13933900095456028,0.13828778468138783,0.15112206339836118,0.15167802387544752,0.15056610292127484,0.16881164908409113,0.16926326107951767,0.1683600370886646
87,0.1900566130876541,0.19072622842140302,0.18938699775390516,0.13668671101331706,0.13723893391009828,0.13613448811653583,0.1496596992015838,0.15017239148441028,0.14914700691875735,0.16764230132102967,0.1680436471214565,0.16724095552060284
88,0.1842654600739479,0.1848484534561915,0.1836824666917043,0.13439742922782894,0.13487526596834826,0.1339195924873096,0.14838504195213315,0.14893748211891855,0.14783260178534774,0.16642247438430785,0.16678939090049671,0.16605555786811899
89,0.1782010719180107,0.17871100813504143,0.17769113570098,0.13243656903505324,0.132853211876564,0.1320199261935425,0.14735411852598188,0.1479116174498313,0.14679661960213244,0.16547089368104934,0.16584089135595115,0.16510089600614752
90,0.17317649871110913,0.1736203168691776,0.17273268055304067,0.13056226819753644,0.1309544702137436,0.13017006618132929,0.14605356007814405,0.14660335881840889,0.1455037613378792,0.16445271819829937,0.16489393976992378,0.16401149662667497
91,0.1683471083641052,0.16886151960848267,0.16783269711972776,0.12874836027622222,0.12909685536900595,0.1283998651834385,0.14502220898866652,0.14553804436371248,0.14450637361362056,0.16351291090250014,0.16395127919630198,0.1630745426086983
92,0.16448077410459516,0.16502697796605045,0.16393457024313987,0.1270717546343803,0.1274637257047947,0.12667978356396592,0.14381604045629498,0.14433778994260935,0.14329429096998061,0.16252013742923735,0.16292023321467716,0.16212004164379754
93,0.15992668122053144,0.16043961125256806,0.15941375118849482,0.1256294563412666,0.12608905311488444,0.12516985956764876,0.1429558619856834,0.14345050971209417,0.14246121425927266,0.16204254329204557,0.1624420220698569,0.16164306451423424
94,0.15607132166624066,0.1565576756175864,0.1555849677148949,0.12440943792462347,0.12493206165720926,0.12388681419203769,0.14229656904935833,0.14280579012788897,0.1417873479708277,0.16134504526853558,0.16174972291016798,0.16094036762690317
95,0.15210547298192978,0.15250930278120678,0.15170164318265278,0.12333039715886111,0.12391913866194072,0.1227416556557815,0.1414012029767036,0.14190252675767648,0.14089987919573074,0.16082956641912458,0.16131047820008457,0.16034865463816458
96,0.1483303532004356,0.14869718948840357,0.14796351691246765,0.12184914574027057,0.1223748684277191,0.12132342305282205,0.14070131629705424,0.14121579044873492,0.14018684214537355,0.16023082137107847,0.16069140867163498,0.15977023407052196
97,0.1444140955805778,0.144801125056157,0.1440270661049986,0.12040291130542753,0.12093543308081653,0.11987038953003853,0.13972508460283278,0.14025518314688587,0.1391949860587797,0.15931980609893798,0.15984597527956676,0.1587936369183092
98,0.1412894189357757,0.14177888582818876,0.14079995204336265,0.11923734098672863,0.11982848555007632,0.11864619642338094,0.13889019340276715,0.13934528504822452,0.13843510175730978,0.1586475238204002,0.15917893696750915,0.15811611067329126
99,0.13779851943254467,0.13823825886497113,0.13735878000011822,0.11825874075293537,0.11873909907124994,0.1177783824346208,0.13800632953643796,0.13847935827104005,0.13753330080183587,0.15791794359683986,0.15843285620156405,0.15740303099211567
100,0.13475108891725535,0.13516513767306595,0.13433704016144474,0.1169728189706802,0.11735006294216271,0.11659557499919768,0.1369645684957504,0.13741300847967247,0.13651612851182832,0.1572316080331802,0.1578075164832388,0.15665569958312162
101,0.13217642009258265,0.13266146955760955,0.13169137062755576,0.11663024276494978,0.1170467228151943,0.11621376271470525,0.13616948425769804,0.13661062739378402,0.13572834112161206,0.15644267797470093,0.15693129049455373,0.15595406545484813
102,0.129655809700489,0.1301519824165723,0.12915963698440572,0.11610401570796965,0.11659610321081253,0.11561192820512677,0.13535924702882762,0.13584479831171206,0.13487369574594318,0.15570010691881178,0.15627276838791354,0.15512744544971002
103,0.12728660851716994,0.12773222483256383,0.12684099220177605,0.11505157351493833,0.11548437404116382,0.11461877298871284,0.13470346629619595,0.13517510693464455,0.13423182565774736,0.15536639392375945,0.15597389582372678,0.15475889202379212
104,0.12458266243338582,0.1251089042270697,0.12405642063970197,0.11376655846834179,0.11425275466514333,0.11328036227154024,0.1339396998286247,0.13441288044698643,0.13346651921026295,0.15472248643636702,0.15523373451944042,0.15421123835329362
105,0.12211840748786922,0.12260556619664004,0.1216312487790984,0.11300649270415301,0.11351424435996085,0.11249874104834517,0.1334663942456245,0.1338810452063742,0.13305174328487482,0.15448845624923704,0.15477344514951083,0.15420346734896326
106,0.11993895769119256,0.12042604471461914,0.11945187066776598,0.11216217353940006,0.11262630407365927,0.11169804300514084,0.1330191895365715,0.13342611072243687,0.1326122683507061,0.1540231481194496,0.15434317504554187,0.1537031211933573
107,0.11790836974978443,0.11832867845747956,0.1174880610420893,0.11141991689801214,0.11183817550351179,0.1110016582925125,0.13270085752010344,0.13306573465512014,0.13233598038508673,0.1532651379704475,0.15355347849558754,0.15297679744530746
108,0.11579646170139309,0.11624957937885791,0.11534334402392826,0.11115356162190435,0.11167023573720901,0.11063688750659968,0.13219309300184248,0.1325710786262733,0.13181510737741167,0.15296064317226407,0.15326308700956146,0.1526581993349667
109,0.11390795558691018,0.11432755609764969,0.11348835507617067,0.11031076163053508,0.11081849680040466,0.10980302646066549,0.13169279694557184,0.1320830085698125,0.13130258532133118,0.1522510230541229,0.1525839881501079,0.15191805795813793
110,0.11234427019953726,0.11286735920723714,0.11182118119183737,0.10970312058925624,0.11015457800297714,0.10925166317553535,0.13139585107564924,0.13164881094220973,0.13114289120908876,0.1521840304136276,0.1525297256065669,0.1518383352206883
111,0.11072869598865506,0.11135009326227623,0.1101072987150339,0.1093361742794513,0.10977921525721,0.1088931333016926,0.13071106821298598,0.13097216542724607,0.13044997099872588,0.15147495269775388,0.15179841659834864,0.15115148879715912
112,0.10873286947607992,0.10936996728973898,0.10809577166242086,0.10877833962440484,0.10915280509690557,0.1084038741519041,0.1302194073796272,0.13053873448126777,0.12990008027798663,0.15102734863758085,0.15134380194158745,0.15071089533357426
113,0.10729413628578184,0.10782569095834857,0.10676258161321511,0.10796510502696033,0.10829415770409319,0.10763605234982747,0.12984958738088606,0.13027392250743847,0.12942525225433366,0.1507318139076233,0.15106920822224626,0.15039441959300034
114,0.10583391636610029,0.1063213122075136,0.10534652052468697,0.10731297507882114,0.10770152958147662,0.10692442057616565,0.12966748923063276,0.1300323368783889,0.12930264158287663,0.1503743216395378,0.15070426314306337,0.1500443801360122
115,0.10436862707138057,0.10488250446175688,0.10385474968100426,0.10658256188035005,0.10698936290640888,0.10617576085429122,0.1291509941220283,0.1296088615361356,0.128693126707921,0.14988282173871992,0.15027494249663467,0.14949070098080516
116,0.10318713858723635,0.10358975810336521,0.1027845190711075,0.1059641003608703,0.10632827934279428,0.10559992137894632,0.1287400275468826,0.1291749006535143,0.1283051544402509,0.14955559372901914,0.14995850009702852,0.14915268736100976
117,0.10181302651762958,0.10218375472340303,0.10144229831185612,0.10559782311320298,0.10589873578071551,0.10529691044569045,0.12846619933843612,0.12882164867218354,0.1281107500046887,0.14923063069581982,0.14954261678561165,0.148918644606028
118,0.1010758630931377,0.10138145055477316,0.10077027563150223,0.10517028868198389,0.10554171430750528,0.1047988630564625,0.12803371101617814,0.1283700983715965,0.12769732366075978,0.14877911955118175,0.1490922451552019,0.14846599394716162
119,0.09959637075662607,0.10008104620351485,0.09911169530973729,0.10505199208855627,0.10546115950151595,0.10464282467559659,0.1279707252979278,0.1283323120142052,0.1276091385816504,0.14856728464365004,0.14891402486264074,0.14822054442465935
120,0.09857373908162113,0.09903572816024515,0.09811175000299711,0.10451844632625576,0.10491681681927367,0.10412007583323785,0.12752797603607177,0.12791135537634463,0.12714459669579892,0.14838347285985945,0.14869758962959326,0.14806935609012564
121,0.09753770455718035,0.09802641025650609,0.0970489988578546,0.104208655655384,0.10456895012132938,0.1038483611894386,0.12754333317279815,0.12792619546321282,0.12716047088238347,0.14828770011663434,0.14862479521574865,0.14795060501752003
122,0.09611113518476484,0.09662702944810242,0.09559524092142727,0.10392848178744311,0.10426839615883748,0.10358856741604874,0.127335637807846,0.1278009528050285,0.12687032281066352,0.14794056564569472,0.14834566154546652,0.1475354697459229
123,0.09555768370628355,0.09612189914824458,0.09499346826432252,0.10361378714442246,0.10392963530426426,0.10329793898458066,0.12681559473276136,0.12731203453131715,0.12631915493420556,0.14759010076522824,0.14798004585548716,0.14720015567496933
124,0.09452243447303767,0.0951013095954703,0.09394355935060503,0.10303360372781749,0.10338483424875111,0.10268237320688386,0.12661156281828878,0.12712118616244003,0.12610193947413753,0.14747367054224012,0.14801020188191705,0.14693713920256318
125,0.09342509061098095,0.09392444916892631,0.09292573205303559,0.10235439911484714,0.10270749492072777,0.10200130330896652,0.1263834379613399,0.1267778971458076,0.12598897877687223,0.1470499336719513,0.1475149876320371,0.14658487971186548
