iter,data_noise_scale_0.1_mean,data_noise_scale_0.1_upper,data_noise_scale_0.1_lower,data_noise_scale_0.5_mean,data_noise_scale_0.5_upper,data_noise_scale_0.5_lower,data_noise_scale_1.0_mean,data_noise_scale_1.0_upper,data_noise_scale_1.0_lower,data_noise_scale_1.5_mean,data_noise_scale_1.5_upper,data_noise_scale_1.5_lower
0,8.800613498687744,8.809456202367139,8.791770795008349,8.802724647521973,8.81179999456327,8.793649300480677,8.80478572845459,8.814238596299152,8.795332860610028,8.808057498931884,8.817368201137922,8.798746796725846
1,7.673416614532471,7.680994467992012,7.665838761072929,7.675216197967529,7.682809716146569,7.667622679788489,7.679924869537354,7.6875688937151025,7.672280845359605,7.685570621490479,7.692566239912981,7.6785750030679765
2,6.731366300582886,6.743369444380112,6.71936315678566,6.733403921127319,6.745460776772418,6.72134706548222,6.7401775360107425,6.752699462135328,6.727655609886157,6.748947286605835,6.760849706991719,6.737044866219952
3,5.965111446380615,5.976448137858227,5.953774754903004,5.968893766403198,5.9798161371533896,5.957971395653007,5.978460168838501,5.989723449457332,5.967196888219669,5.9896965503692625,6.000450919958047,5.978942180780478
4,5.2994309425354,5.3153923907371,5.2834694943337,5.304814767837525,5.320407432859851,5.289222102815198,5.317729902267456,5.332614908593506,5.302844895941407,5.3302366733551025,5.344385902130749,5.316087444579456
5,4.740372657775879,4.752568732606478,4.72817658294528,4.745586776733399,4.757500745100514,4.733672808366284,4.761522388458252,4.773365256311444,4.749679520605059,4.778880214691162,4.790031100966878,4.767729328415445
6,4.257382488250732,4.269590329114098,4.245174647387366,4.263724231719971,4.275502171768727,4.251946291671215,4.281569337844848,4.29271860558707,4.2704200701026265,4.300826549530029,4.312638105297222,4.289014993762836
7,3.8438541412353517,3.851903194051803,3.8358050884189003,3.848627734184265,3.856052722159771,3.841202746208759,3.8684812784194946,3.875879858833232,3.8610826980057573,3.8923207998275755,3.8998407490081584,3.8848008506469927
8,3.473816704750061,3.4820311537207673,3.465602255779355,3.4800891637802125,3.487804248907008,3.472374078653417,3.4994713068008423,3.507733117002619,3.4912094965990654,3.5253856420516967,3.533706946219637,3.5170643378837565
9,3.1480139255523683,3.1555368808915554,3.140490970213181,3.1551673650741576,3.161936306709935,3.14839842343838,3.176910066604614,3.1833500041498657,3.1704701290593627,3.2069985628128053,3.2123332891717498,3.2016638364538608
10,2.863139200210571,2.871710754116773,2.8545676463043694,2.8720478773117066,2.8801682781750495,2.8639274764483638,2.8949135065078737,2.902287000908264,2.8875400121074835,2.9278620004653932,2.934866538366376,2.9208574625644106
11,2.6162136793136597,2.626056662805634,2.6063706958216852,2.6250780820846558,2.6344844293080656,2.615671734861246,2.648081636428833,2.656989900768738,2.639173372088928,2.681615972518921,2.689719417575019,2.6735125274628224
12,2.3939605951309204,2.4036270737142362,2.3842941165476046,2.403273415565491,2.4126896374063773,2.3938571937246045,2.427097797393799,2.436876500871954,2.4173190939156437,2.4624775886535644,2.4713888397801926,2.453566337526936
13,2.1995198249816896,2.211323669728246,2.1877159802351334,2.2096012592315675,2.221480691156813,2.197721827306322,2.2332815170288085,2.2456789235055186,2.2208841105520984,2.2701685428619385,2.281521413433983,2.2588156722898938
14,2.026645874977112,2.0388240147858294,2.0144677351683944,2.0373801946640016,2.0503197399585145,2.0244406493694886,2.0621125221252443,2.075916431764673,2.0483086124858154,2.0997137784957887,2.1118288031598254,2.087598753831752
15,1.868693232536316,1.8781119829581925,1.8592744821144394,1.8788658618927,1.8891457062682249,1.8685860175171753,1.904561197757721,1.9158858472021372,1.893236548313305,1.9445377349853517,1.9543969127347227,1.9346785572359806
16,1.7319931626319884,1.7407328523232277,1.7232534729407492,1.7434022307395936,1.7536020599287365,1.7332024015504506,1.769291913509369,1.7804742295876417,1.7581095974310963,1.809305739402771,1.8197948058644908,1.798816672941051
17,1.6073404550552368,1.6157788232561199,1.5989020868543538,1.6185492992401123,1.627764101492695,1.6093344969875296,1.645863676071167,1.6557277655502782,1.6359995865920556,1.6880842208862306,1.6975165418134932,1.678651899958968
18,1.4888182759284974,1.4982611930528529,1.4793753588041418,1.499849760532379,1.5103314970112844,1.4893680240534737,1.5273234963417053,1.5383750919648533,1.5162719007185572,1.570611572265625,1.5817246091881842,1.559498535343066
19,1.3808655381202697,1.3898606738850174,1.371870402355522,1.3926944613456727,1.4023353376396024,1.383053585051743,1.42130788564682,1.4313928323996818,1.4112229388939581,1.4657087445259094,1.4763456674952917,1.455071821556527
20,1.282346260547638,1.291405622237058,1.2732868988582178,1.2942786931991577,1.3039535764408874,1.284603809957428,1.32374005317688,1.3344594832845698,1.31302062306919,1.368858230113983,1.3802517727352592,1.357464687492707
21,1.1962579250335694,1.2052515408739992,1.1872643091931396,1.2077778220176696,1.2170650831559813,1.198490560879358,1.2383530020713807,1.2485540158584043,1.228151988284357,1.286061656475067,1.2967963579566615,1.2753269549934727
22,1.118996787071228,1.1279937420577713,1.109999832084685,1.1311702370643615,1.1405326983361856,1.1218077757925373,1.1625287652015686,1.173049349127234,1.152008181275903,1.2104546785354615,1.2210056641401366,1.1999036929307865
23,1.0491811513900757,1.0592715180450458,1.0390907847351056,1.0605508923530578,1.0704425264994641,1.0506592582066514,1.0925760746002198,1.1031109201447369,1.0820412290557027,1.1414304614067077,1.15204426135868,1.1308166614547353
24,0.9844473838806153,0.9938148874277222,0.9750798803335083,0.9966598391532898,1.0058300140365835,0.9874896642699961,1.0293244779109956,1.0396544547481927,1.0189945010737984,1.0801504611968995,1.0900375774406603,1.0702633449531387
25,0.9249200046062469,0.9350074981814032,0.9148325110310906,0.9376601159572602,0.9476114242012504,0.9277088077132699,0.9702217042446136,0.9814607212827837,0.9589826872064435,1.022804182767868,1.0337836730363872,1.0118246924993488
26,0.8712862312793732,0.8816982560598821,0.8608742064988644,0.8847411692142486,0.8948852032772507,0.8745971351512465,0.9179762423038482,0.9286684841399476,0.9072840004677488,0.9720986962318421,0.9825118349727284,0.9616855574909557
27,0.8240903198719025,0.8328473095267468,0.8153333302170582,0.8385295987129211,0.8473183487151877,0.8297408487106545,0.8733727931976318,0.8824298270807744,0.8643157593144892,0.9286601662635803,0.9375752329602386,0.919745099566922
28,0.7815259754657745,0.79066555888211,0.772386392049439,0.7957366526126861,0.8050524688120151,0.7864208364133571,0.8318050503730774,0.8412089545928868,0.822401146153268,0.8894038558006286,0.8982221964105179,0.8805855151907394
29,0.7400209188461304,0.7493804877197305,0.7306613499725303,0.7548888146877288,0.764535188617983,0.7452424407574747,0.7915022611618042,0.8012631707165981,0.7817413516070103,0.8490538835525513,0.8580105044633127,0.8400972626417899
30,0.7067700207233429,0.7147041798657502,0.6988358615809357,0.7228271961212158,0.7308403053473723,0.7148140868950593,0.7601458311080933,0.7684046002284948,0.7518870619876918,0.82115518450737,0.8298312741454289,0.8124790948693111
31,0.6741021752357483,0.6814908244445356,0.6667135260269611,0.6900087714195251,0.6972324174200191,0.6827851254190311,0.7272850871086121,0.734600022724099,0.7199701514931252,0.7893168509006501,0.797198262748852,0.7814354390524482
32,0.6422220945358277,0.6495498898787054,0.6348942991929499,0.6579030394554138,0.6649121227073341,0.6508939562034936,0.6955556511878968,0.7028628954072772,0.6882484069685163,0.7603295326232911,0.768575640578556,0.7520834246680261
33,0.611694049835205,0.6181879911078589,0.6052001085625511,0.6271535694599152,0.6334909554658157,0.6208161834540147,0.6652354717254638,0.6719434936092421,0.6585274498416855,0.7313235938549042,0.7386671339596381,0.7239800537501703
34,0.5818359613418579,0.5881255747188231,0.5755463479648927,0.5977931082248688,0.6041926242411123,0.5913935922086252,0.6373757779598236,0.6443358261413459,0.6304157297783013,0.7041855037212372,0.7116454352744535,0.696725572168021
35,0.5571545481681823,0.5640490097967313,0.5502600865396333,0.5730543732643127,0.5803509977682488,0.5657577487603767,0.6141186237335206,0.6218847899133911,0.60635245755365,0.681212055683136,0.6893090206324054,0.6731150907338667
